Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	2:28.86	Mia Su		15	200 BR LCM	PC	Santa Clara Swim Club	2024 Speedo Summer Championships	2025 Summer Nationals (LCM)
2	2:29.75	Danica Aten		15	200 BR LCM	FL	Sarasota Sharks	2023 Toyota US Open Championships	2024 Olympic Trials
3	2:31.19	Molly Sweeney		15	200 BR LCM	IN	Carmel Swim Club	2023 Junior World Champs	2024 Olympic Trials
4	2:31.63	Maddie Moreth		15	200 BR LCM	IN	Valparaiso Swim Club	2024 18 & Under Spring Cup - Elkhart	2024 Olympic Trials
5	2:33.97	Kaidy Stout		15	200 BR LCM	NC	Enfinity Aquatic Club	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
6	2:34.36	Elizabeth Bryan		15	200 BR LCM	PV	Machine Aquatics	2024 IN NCSA Summer Swimming Championships	2024 Winter US Open (SCY)
7	2:35.28	Kelsey McPeek		15	200 BR LCM	MA	Parkland Swimming Club	2024 NI Eastern Zone Senior Championships	2024 Winter US Open (SCY)
8	2:35.38	Sofia Szymanowski		15	200 BR LCM	CA	Irvine Novaquatics	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
9	2:35.56	Kayda Geyer		15	200 BR LCM	NC	Mecklenburg Swim Association	2023 OH Speedo Winter Jr East Long Course Time Trial	2024 Winter US Open (SCY)
10	2:35.98	Lilla Wilbur		15	200 BR LCM	PV	Nation's Capital Swim Club	2024 VA EZ LC Super Sectional Meet - Cap Reached	2024 Winter US Open (SCY)
11	2:36.39	Cate Pawlaski		15	200 BR LCM	MN	Edina Swim Club	2024 FL NCSA Swimming Championships	2024 Winter US Open (SCY)
12	2:36.75	Reagan Uhlik		15	200 BR LCM	AZ	Gold Medal Swim Club	2024 AZ AZSI LC Senior State Championship @NEP	2024 Winter US Open (SCY)
13	2:36.84	Margot Levesque		15	200 BR LCM	NE	Bluefish Swim Club	2024 NE BGSC LCM Senior Championship	2024 Winter US Open (SCY)
14	2:37.26	Lucy Parson		15	200 BR LCM	IA	USS Destroyers Swim Club	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
15	2:37.33	Emma Miner		15	200 BR LCM	NE	Shawmut Aquatic Club	2024 Indy May Cup	2024 Winter US Open (SCY)
16	2:37.35	Hazel Huilman		15	200 BR LCM	CO	Elevation Athletics	2024 CO CSI Long Course Open	2024 Winter US Open (SCY)
17	2:37.38	Sophia Gao		15	200 BR LCM	AD	Schenectady-Saratoga Swim Club	2024 AD Adirondack Long Course Championships	2024 Winter US Open (SCY)
18	2:37.54	Ellie Druhan		15	200 BR LCM	NC	SwimMAC Carolina	2024 Futures Championships - Minneapolis	2024 Winter US Open (SCY)
19	2:37.72	Sofia Jimenez		15	200 BR LCM	LE	Blazing Barracudas	2023 OH Speedo Winter Jr East Long Course Time Trial	2024 Winter US Open (SCY)
20	2:37.95	Enna O'Young		15	200 BR LCM	PC	Quicksilver Swimming	2024 Futures Championships - Sacramento	2024 Winter US Open (SCY)
21	2:38.20	Sofie Vanyo		15	200 BR LCM	VA	Atlantic Coast Athletic Clubs of VA, Inc.	2024 VA LC Senior Champs	2024 Winter US Open (SCY)
21	2:38.20	Cailin Maley		15	200 BR LCM	MA	Delaware Swim Team	2024 Futures Championships - Richmond	2024 Winter US Open (SCY)
23	2:38.30	Aidyn Reese		15	200 BR LCM	FL	Laker Swim	2024 FL SZSS Summer Championships	2024 Winter Juniors (SCY)
24	2:38.56	Alexis Peltcs		15	200 BR LCM	OHO	Central Ohio Aquatics	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Winter Juniors (SCY)
25	2:38.75	Emerson Callis		15	200 BR LCM	VA	Quest Swimming	2024 18 & Under Spring Cup - Fort Lauderdale	2024 Futures (LCM)
26	2:38.81	Alicia Budacsek		15	200 BR LCM	IL	NASA Wildcat Aquatics	2024 Futures Championships - Minneapolis	2025 Futures (LCM)
27	2:38.84	Lauren Sexton		15	200 BR LCM	OR	Lake Oswego Swim Club	2024 WRS Speedo Sectionals -- Federal Way	2024 Futures (LCM)
28	2:38.85	Kim Tran		15	200 BR LCM	NJ	Metro Area Life Time	2024 NJ EEX JSM Summer Sizzle XXXII	2024 Futures (LCM)
29	2:39.07	Bryce Winzenread		15	200 BR LCM	SE	Excel Aquatics	2024 SE Southeastern Summer LC Championships	2025 Futures (LCM)
29	2:39.07	Sasha Volkova		15	200 BR LCM	AZ	Gold Medal Swim Club	2024 Futures Championships - Sacramento	2025 Futures (LCM)
31	2:39.09	Aubrey Buchanan		15	200 BR LCM	OHO	Cincinnati Marlins	2024 OH CZ Speedo Sectional East	2025 Futures (LCM)
32	2:39.43	Isabella Zhang		15	200 BR LCM	CA	Los Angeles Swim Club	2024 CA Los Angeles Invite	2025 Futures (LCM)
33	2:39.48	Viona Sunjaya		15	200 BR LCM	PV	Rockville Montgomery Swim Club	2024 PV MCSL Coaches Invitational LC Meet	2024 Futures (LCM)
34	2:39.50	Izzy Rider		15	200 BR LCM	PN	Valley Aquatics	2024 WRS Speedo Sectionals -- Federal Way	2024 Futures (LCM)
35	2:39.51	Zoe Gruber		15	200 BR LCM	FL	Sarasota Sharks	2024 Futures Championships - Huntsville	2025 Futures (LCM)
36	2:39.58	Mylie Bradley		15	200 BR LCM	OK	Unattached	2024 MV CSC SPEEDO SPRING SECTIONALS AT COLUMBIA	2024 Futures (LCM)
37	2:39.74	Cheyenne Borroughs		15	200 BR LCM	WI	Verona Area Swim Team	2024 WI SSTY BIG CHEESE	2024 Futures (LCM)
38	2:39.75	Elise Nguyen		15	200 BR LCM	ST	Nitro Swimming	2024 ST AAAA-NS George Block Invitational	2024 Futures (LCM)
39	2:39.87	Kaitlyn Vu		15	200 BR LCM	PN	Seattle Metropolitan Aquatic Club	2024 WRS Speedo Sectionals -- Federal Way	2024 Futures (LCM)
40	2:39.95	Madison Lin		15	200 BR LCM	MR	Long Island Aquatic Club	2024 MR Senior Metropolitan Summer LC Championships	2025 Futures (LCM)
41	2:39.97	Alegra Teixidor-Salerno		15	200 BR LCM	MR	Asphalt Green Unified Aquatics	2024 NJ SCAR TYR LC Winter Invitational	2024 Futures (LCM)
42	2:39.98	Kate Canales		15	200 BR LCM	ST	Alamo Area Aquatic Association	2024 ST AAAA-NS George Block Invitational	2025 Futures (LCM)
43	2:40.05	Abby Lee		15	200 BR LCM	CA	Rose Bowl Aquatics	2023 CA Kevin Perry Invitational SCY	2024 Futures (LCM)
44	2:40.20	Kenzie Hinrich		15	200 BR LCM	SD	Sioux Falls Swim Team	2024 SD SFST June Invite	2025 Futures (LCM)
45	2:40.34	Lucy Enoch		15	200 BR LCM	IN	Carmel Swim Club	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Futures (LCM)
46	2:40.60	Emee Henkel		15	200 BR LCM	CO	Front Range Barracudas	2024 CC Arena Western Zone Senior Championship	2025 Futures (LCM)
47	2:40.71	Sophia Giesecke		15	200 BR LCM	GU	Dads Club Swim Team	2024 IN NCSA Summer Swimming Championships	2025 Futures (LCM)
48	2:40.90	Lila Gregory		15	200 BR LCM	OHO	Mason Manta Rays	2024 OH Tim Myers LC Senior Championships	2025 Futures (LCM)
49	2:40.95	Sydney Schoeck		15	200 BR LCM	OZ	CSP Tideriders	2024 OZ Long Course Kick Off	2024 Futures (LCM)
50	2:40.96	Grace Pereira		15	200 BR LCM	NC	Raleigh Swimming Association	2024 Futures Championships - Richmond	2025 Futures (LCM)
51	2:41.04	Nina Heron		15	200 BR LCM	MD	North Baltimore Aquatic Club	2024 MD NAAC CAROL CHIDESTER INVITE	2024 Futures (LCM)
51	2:41.04	Madyson Hartway	Yes	15	200 BR LCM	FL	Sarasota Sharks	2023 Toyota US Open Championships - Time Trials	2024 Futures (LCM)
53	2:41.08	Hannah Oh		15	200 BR LCM	PC	Palo Alto Stanford Aquatics	2024 CC Arena Grand Challenge	2025 Futures (LCM)
54	2:41.23	Skye Schwartz		15	200 BR LCM	OR	Multnomah Athletic Club	2024 OR SPEEDO SECTIONALS - MT HOOD	2024 Futures (LCM)
55	2:41.38	Logan Havermann		15	200 BR LCM	MN	South East Metro Sharks	2024 MN AQJT Summer Spectacular Invite	2024 Futures (LCM)
56	2:41.40	Annabelle Martin		15	200 BR LCM	NC	Raleigh Swimming Association	2024 Futures Championships - Richmond	2025 Futures (LCM)
57	2:41.72	Sophia Oka-Fedder		15	200 BR LCM	CC	Fresno Dolphins Swim Team	2024 Futures Championships - Sacramento	2025 Futures (LCM)
58	2:41.73	Lilly Jayne Allison		15	200 BR LCM	ST	Longhorn Aquatics	2024 ST TXLA Longhorn Elite Invite	2024 Futures (LCM)
59	2:41.98	Victoria Edgar	Yes	15	200 BR LCM	FL	Bolles School Sharks	2024 Canadian Olympic Trials - Time Trials	2024 Futures (LCM)
60	2:42.02	Eileen Song		15	200 BR LCM	CA	SOCAL Aquatics Association	2024 Futures Championships - Sacramento	2025 Futures (LCM)
61	2:42.03	Juna Sakamoto		15	200 BR LCM	MI	Club Wolverine	2024 MI ULTRA State Championship	2025 Futures (LCM)
62	2:42.10	Eliza Wallace		15	200 BR LCM	NC	Mecklenburg Swim Association	2023 NC SwimMAC LC/SC Invitational	2024 Futures (LCM)
63	2:42.16	Zoee Fulton		15	200 BR LCM	FL	Hydro4 Swimming	2024 FL Summer Senior Championships	2025 Futures (LCM)
64	2:42.23	Sawyer Carlson		15	200 BR LCM	NC	SwimMAC Carolina	2024 NC SwimMAC Novant Invitational	2024 Futures (LCM)
65	2:42.29	Gabbie Irvin		15	200 BR LCM	IN	Greater Evansville Swimming Inc	2024 IN ISI Swimfest	2025 Futures (LCM)
66	2:42.30	Reagan Burton		15	200 BR LCM	GA	Tidal Wave Swimming	2024 GA Atlanta Classic	2024 Futures (LCM)
67	2:42.32	Parker Russell		15	200 BR LCM	KY	Lakeside Swim Team	2024 IN NCSA Summer Swimming Championships	2025 Futures (LCM)
68	2:42.35	Chelsea Girardeau		15	200 BR LCM	SC	Team Greenville	2024 IN NCSA Summer Swimming Championships	2025 Futures (LCM)
69	2:42.39	Angela Kadoorie		15	200 BR LCM	PV	Rockville Montgomery Swim Club	2023 Toyota US Open Championships	2024 Futures (LCM)
70	2:42.47	Mallory Ferguson		15	200 BR LCM	MW	Aquatic Club of Elkhorn	2024 MV CSC SPEEDO SPRING SECTIONALS AT COLUMBIA	2024 Futures (LCM)
71	2:42.57	Jules Swatland		15	200 BR LCM	IL	Hinsdale Swim Club	2024 IL CZ North Section Summer Championships	2025 Futures (LCM)
72	2:42.74	Rylee Hutchinson		15	200 BR LCM	PC	Pleasanton Seahawks	2024 PC George Haines International Meet	2024 Futures (LCM)
72	2:42.74	Alyssa Uhlman		15	200 BR LCM	OHO	Mason Manta Rays	2024 TYR Pro Swim Series - Knoxville	2024 Futures (LCM)
74	2:42.77	Brooklyn Poole		15	200 BR LCM	GU	Aggie Swim Club	2024 Futures Championships - Austin	2025 Futures (LCM)
75	2:42.92	Molly Mayo		15	200 BR LCM	LA	Crawfish Aquatics	2024 LA Senior Long Course State Championship	2025 Futures (LCM)
76	2:42.95	Rebecca Welch		15	200 BR LCM	SN	California Gold	2024 PC Novato CA/NV Speedo Sectionals	2025 Futures (LCM)
77	2:42.97	Marni Kraemer		15	200 BR LCM	PC	Lakeridge Swim Team	2024 CA Fullerton CA/NV Speedo Sectionals	2025 Futures (LCM)
78	2:42.98	Livi Roberts		15	200 BR LCM	NT	Rockwall Aquatic Center of Excellence	2023 Speedo Winter Junior Championships - West - LCM Time Trial	2024 Futures (LCM)
79	2:43.10	Lauren Fishbein		15	200 BR LCM	MR	Asphalt Green Unified Aquatics	2024 NJ SCAR TYR LC Winter Invitational	2024 Futures (LCM)
80	2:43.16	Sydney Fernstrom		15	200 BR LCM	CO	Aces Swim Club	2024 CC Arena Western Zone Senior Championship	2025 Futures (LCM)
