Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
164	2:27.71	Bella Brennan		18	200 FL LCM	MA	Greater Philadelphia Aquatic Club	2022 MA Swimming Meet	2020-2024 AA
165	2:27.72	Sydney Ulmer		18	200 FL LCM	MA	York YMCA	2022 NC AP LC YMCA Nationals	2020-2024 AA
165	2:27.72	Adelaide Reaser		18	200 FL LCM	MV	Columbia Swim Club	2022 MV CSC Summer Invite	2020-2024 AA
167	2:27.75	Hannah Jones		18	200 FL LCM	CA	Team Rebel Aquatics	2022 CA SAND Cinco de Mayo Invite	2020-2024 AA
168	2:27.76	Juliana Guida		18	200 FL LCM	NE	YMCA of Greater Nashua Storm	2022 NE BGSC LCM Seniors	2020-2024 AA
169	2:27.79	Elizabeth Walsh		18	200 FL LCM	ST	Alamo Area Aquatic Association	2022 ST AAAA 19th Annual Cinco	2020-2024 AA
170	2:27.81	Britney Denny		18	200 FL LCM	VA	Coast Guard Blue Dolphins	2022 VA LC Senior Champs	2020-2024 AA
171	2:27.84	Lydia Lafferty		18	200 FL LCM	OK	Unattached	2022 MV Region VIII Speedo Summer Meet	2020-2024 AA
172	2:27.86	Megan Maholic		18	200 FL LCM	LE	Peninsula Wave Riders Swimming	2022 LE Robert F. Busbey Invitational	2020-2024 AA
173	2:28.00	Valeria Sanchez		18	200 FL LCM	CA	Team Rebel Aquatics	2022 CA CA-NV Speedo Sectionals at CANY	2020-2024 AA
174	2:28.15	Leah Boyd		18	200 FL LCM	SE	Southeast Tennessee Swimming	2022 SE LC Championships	2020-2024 AA
175	2:28.32	Abby Wolfe		18	200 FL LCM	FL	Unattached	2022 FG Southern Zone South Sectional	2020-2024 AA
176	2:28.39	Abby Monson		18	200 FL LCM	GU	The Woodlands Swim Team	2022 GU TWST Senior Champs	2020-2024 AA
177	2:28.45	Diane Koo		18	200 FL LCM	IN	Fishers Area Swimming Tigers	2022 IN Senior LCM Championships	2020-2024 AA
178	2:28.46	Erin Morie		18	200 FL LCM	OZ	Parkway Swim Club	2022 MV Region VIII Speedo Summer Meet	2020-2024 AA
179	2:28.48	Ashlea Swingewood		18	200 FL LCM	IN	Carmel Swim Club	2022 IN Senior LCM Championships	2020-2024 AA
180	2:28.55	Makenna Monday		18	200 FL LCM	WI	Ozaukee Aquatics	2022 WI 13 & O LC State Meet	2020-2024 AA
181	2:28.66	Millie Sicko		18	200 FL LCM	AZ	Anthem Dolphins	2022 SN Finals - Western Zone Senior Ch	2020-2024 AA
182	2:28.74	Milka Ndubuisi		18	200 FL LCM	SC	Columbia Swimming	2022 SC LSC Senior State Champs	2020-2024 AA
183	2:28.85	Miranda Schuman		18	200 FL LCM	PV	Machine Aquatics	2022 PV LC Open Championships	2020-2024 AA
184	2:28.86	Cecilia Cai		18	200 FL LCM	PC	Alto Swim Club	2022 HI Long Course Senior Champs	2020-2024 AA
185	2:28.97	Elle Decker		18	200 FL LCM	UT	Wasatch Front Fish Market	2022 UT LC Champs	2020-2024 AA
186	2:29.00	Erica Peterson		18	200 FL LCM	NT	Lakeside Aquatic Club	2022 WV Southern Zone Senior Champs	2020-2024 AA
187	2:29.02	MaryBeth Clark		18	200 FL LCM	MV	Northland United Swim Team	2022 MV LCM Championships	2020-2024 AA
188	2:29.13	Claire Kerber		18	200 FL LCM	GA	SwimAtlanta	2022 SE Richard Quick Invitational	2020-2024 AA
189	2:29.14	Emily Tenczar		18	200 FL LCM	PC	Almaden Riptides	2022 SN Summer CA-NV Sectional-CC	2020-2024 AA
190	2:29.33	Haven Hinkle		18	200 FL LCM	FL	Saint Augustine Swim Team	2022 FL BSS TYR June Classic	2020-2024 AA
191	2:29.35	Skylar Gillow Clowser		18	200 FL LCM	MN	St Croix Swim Club	2022 MN USAS Speedo Meet	2020-2024 AA
191	2:29.35	Elizabeth McDevitt		18	200 FL LCM	NC	YMCA of the Triangle Area Swim Team	2022 FL ISCA Summer Senior Blast	2020-2024 AA
193	2:29.36	Alexandra Stein		18	200 FL LCM	IN	Fishers Area Swimming Tigers	2022 IN FAST Summer Jam Invitational	2020-2024 AA
194	2:29.38	Maggie Johnson		18	200 FL LCM	IN	Club Olympia Swim Team	2022 IN Senior LCM Championships	2020-2024 AA
195	2:29.48	Carolyn Nelson		18	200 FL LCM	IL	NWDupage YMCA / B.R. Ryall S T	2022 ILOP PATRIOT-RISE OPEN	2020-2024 AA
196	2:29.54	Emery Muller		18	200 FL LCM	FL	T2 Aquatics	2022 NC Futures Championships Cary	2020-2024 AA
197	2:29.63	Chloe Vlaeminck		18	200 FL LCM	MA	Emmaus Aquatic Club	2022 AM LC Eastern Zone SR Championship	2020-2024 AA
