Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	1:47.96	Luka Mijatovic		15	200 FR LCM	PC	Pleasanton Seahawks	2024 Junior Pan Pacific Championships	2025 Summer Nationals (LCM)
2	1:50.74	Tim Wu		15	200 FR LCM	PC	Pleasanton Seahawks	2024 PC George Haines International Meet	2024 Summer Nationals (LCM)
3	1:51.35	Connor Christopherson		15	200 FR LCM	GA	SwimAtlanta	2024 Futures Championships - Huntsville	2024 Winter US Open (SCY)
4	1:51.60	Andrew Maksymowski		15	200 FR LCM	CA	Irvine Novaquatics	2024 CA Speedo Grand Challenge hosted by NOVA	2024 Winter US Open (SCY)
5	1:51.69	Micah Tennison		15	200 FR LCM	GU	Swim Streamline at Northampton	2024 Futures Championships - Austin	2024 Winter US Open (SCY)
6	1:51.84	Mike Rice		15	200 FR LCM	NC	SwimMAC Carolina	2024 NC SwimMAC Martha McKee Charlotte Open	2024 Winter US Open (SCY)
7	1:52.34	Trent Allen		15	200 FR LCM	IN	Carmel Swim Club	2024 Futures Championships - Huntsville	2024 Winter US Open (SCY)
8	1:52.50	Owen Ekk	Yes	15	200 FR LCM	FL	Area Tallahassee Aquatic Club	2024 Futures Championships - Huntsville	2024 Winter US Open (SCY)
9	1:52.51	Luke Vatev		15	200 FR LCM	IL	Hornet Age Group Swim Club	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
10	1:52.70	Allen Gyang		15	200 FR LCM	CA	Sandpipers Of Nevada	2024 CA SCS/BREA Summer A/G Championships	2024 Winter US Open (SCY)
11	1:53.28	Anthony Pineiro	Yes	15	200 FR LCM	FG	Eagle Aquatics	2023 Junior World Champs	2024 Summer Juniors (LCM)
12	1:53.30	Juan Vallmitjana	Yes	15	200 FR LCM	FG	South Florida Aquatic Club	2024 Speedo Summer Championships	2024 Winter US Open (SCY)
13	1:53.47	Kaden Wong		15	200 FR LCM	PC	Crow Canyon Sharks	2024 PC Novato CA/NV Speedo Sectionals	2024 Winter US Open (SCY)
14	1:54.06	Ellis Crisci		15	200 FR LCM	MV	Tsunami Swim Team of K.C.	2024 MV SPEEDO SUMMER SECTIONALS AT COLUMBIA	2024 Winter US Open (SCY)
15	1:54.14	Griffin Oehler		15	200 FR LCM	PV	Rockville Montgomery Swim Club	2024 IN NCSA Summer Swimming Championships	2024 Winter Juniors (SCY)
16	1:54.27	Peter Vu		15	200 FR LCM	CA	Irvine Novaquatics	2024 CA Fullerton CA/NV Speedo Sectionals	2024 Winter Juniors (SCY)
17	1:54.37	Aadin Terrazas		15	200 FR LCM	WI	Ozaukee Aquatics	2024 IN NCSA Summer Swimming Championships	2024 Winter Juniors (SCY)
18	1:54.67	Santi Alzate		15	200 FR LCM	NC	SwimMAC Carolina	2024 NC MAC Blue Orange Meet	2024 Winter Juniors (SCY)
19	1:54.88	Benjamin Luginski		15	200 FR LCM	MI	OLY Swimming	2024 IN NCSA Summer Swimming Championships	2024 Winter Juniors (SCY)
20	1:54.97	Brady Holubar		15	200 FR LCM	AZ	Desert Foothills Aquatics	2024 AZ AZSI LC Senior State Championship @NEP	2024 Winter Juniors (SCY)
21	1:55.11r	Spencer Belbot		15	200 FR LCM	MD	North Baltimore Aquatic Club	2024 Futures Championships - Richmond	2024 Winter Juniors (SCY)
22	1:55.21	Amir Tasker		15	200 FR LCM	MA	Chambersburg Chargers	2024 FL YMCA National Long Course Swimming Championships	2024 Winter Juniors (SCY)
23	1:55.27	Shareef Elaydi		15	200 FR LCM	PC	Santa Clara Swim Club	2024 PC Superleague Summer LC Finals hosted by SRN	2024 Winter Juniors (SCY)
24	1:55.39	Joey Sudermann		15	200 FR LCM	CO	Univ of Denver Hilltoppers	2024 WRS Speedo Sectionals -- Federal Way	2024 Futures (LCM)
25	1:55.44	Reid Oconnell		15	200 FR LCM	MR	Long Island Aquatic Club	2024 MR Senior Metropolitan Summer LC Championships	2025 Futures (LCM)
26	1:55.46	Yury Plaksin	Yes	15	200 FR LCM	IL	RISE Aquatic Club	2024 IL CZ North Section Summer Championships	2025 Futures (LCM)
27	1:55.52	Bogdan Zverev	Yes	15	200 FR LCM	FL	Sarasota Sharks	2024 FL Southern Zone South Sectional Championship	2024 Futures (LCM)
28	1:55.60r	Mark Cecco		15	200 FR LCM	NM	Charger Aquatics	2024 NM Long Course State Championships	2025 Futures (LCM)
28	1:55.60	Kohl Hanes		15	200 FR LCM	MD	Naval Academy Aquatic Club	2024 FL ISCA Summer Senior Blast	2025 Futures (LCM)
30	1:55.62	Nicolas Kokidko		15	200 FR LCM	FG	Metro Aquatic Club of Miami	2024 FG LCM Senior Championships	2024 Futures (LCM)
30	1:55.62	Andrew Vanas		15	200 FR LCM	PV	Nation's Capital Swim Club	2024 Futures Championships - Richmond	2025 Futures (LCM)
32	1:55.71	David Sammons		15	200 FR LCM	NC	SwimMAC Carolina	2024 NC SwimMAC LC Senior Qualifier Dual	2024 Futures (LCM)
33	1:55.76	Boone Wilcox		15	200 FR LCM	KY	Lakeside Swim Team	2024 Central Zone East Spring Speedo Sectionals - In Section	2024 Futures (LCM)
34	1:55.77	Brayden Capen		15	200 FR LCM	IL	Academy Bullets Swim Club	2024 MN AQJT Summer Spectacular Invite	2025 Futures (LCM)
35	1:55.87	Colin Jacobs		15	200 FR LCM	FL	Sarasota Sharks	2024 FL Southern Zone South Sectional Championship	2024 Futures (LCM)
36	1:55.94	Domingo Gatti		15	200 FR LCM	NJ	Greater Somerset County YMCA Storm	2024 FL YMCA National Long Course Swimming Championships	2025 Futures (LCM)
