Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
31	4:00.54	Dean Jones		17	400 FR LCM	GU	Magnolia Aquatic Club	2023 Futures Championships - San Antonio, TX - Cap Reached	2024 Summer Juniors (LCM)
33	4:00.60	Alex Ayers		17	400 FR LCM	NC	SwimMAC Carolina	2022 Toyota US Open	2023 Summer Juniors (LCM)
34	4:00.64	Aidan Siers		17	400 FR LCM	FL	Sarasota Sharks	2023 Futures - Ocala	2024 Summer Juniors (LCM)
35	4:00.71	Quinn Jones		17	400 FR LCM	SN	Sierra Marlins Swim Team	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
36	4:00.75	Kyler Heffner		17	400 FR LCM	GA	SwimAtlanta	2023 FL BSS TYR June Classic	2023 Summer Juniors (LCM)
37	4:00.90	Joe Polyak		17	400 FR LCM	IA	Iowa Flyers Swim Club	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
38	4:01.02	Devyn Caples		17	400 FR LCM	PC	Crow Canyon Sharks	2023 PC SCSC George Haines International	2023 Summer Juniors (LCM)
39	4:01.04	Alex Miao	Yes	17	400 FR LCM	GU	Dads Club Swim Team	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
40	4:01.07	Elliot Weisel		17	400 FR LCM	FL	Rocket Swimming	2023 TYR Pro Swim Series Ft. Lauderdale	2023 Summer Juniors (LCM)
41	4:01.09	Matthew Hughes		17	400 FR LCM	SE	Ensworth Aquatics	2023 SE Southeastern Long Course Championships	2023 Summer Juniors (LCM)
42	4:01.11	Thomas Olsen		17	400 FR LCM	OR	Multnomah Athletic Club	2023 CA Los Angeles Invite	2024 Summer Juniors (LCM)
43	4:01.17	Aj Robinson		17	400 FR LCM	GU	Aggie Swim Club	2023 Futures Championships - West Fargo, ND	2024 Summer Juniors (LCM)
43	4:01.17	Grant Hu		17	400 FR LCM	NT	Metroplex Aquatics	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
45	4:01.35	Daniel Li		17	400 FR LCM	ST	Longhorn Aquatics	2023 TYR PSS Knoxville	2023 Summer Juniors (LCM)
46	4:01.57	Charlie Tracy		17	400 FR LCM	IL	Chicago Wolfpack Aquatic Club	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
47	4:01.62	Hudson DeGroote		17	400 FR LCM	NC	Marlins Of Raleigh	2023 Futures - Ocala	2024 Summer Juniors (LCM)
48	4:01.68	Jack Clancy		17	400 FR LCM	CT	Ridgefield Aquatic Club	2023 VA EZ LC Speedo Super Sectional	2023 Summer Juniors (LCM)
49	4:01.84	Andrew Hanson		17	400 FR LCM	MN	Mako Aquatics	2023 MN AQJT Summer Spectacular	2023 Summer Juniors (LCM)
50	4:01.94	Ryan Turner		17	400 FR LCM	FL	Highlander Aquatic Club	2023 Futures - Ocala	2024 Summer Juniors (LCM)
51	4:02.08	Trey Hesser		17	400 FR LCM	AZ	Gold Medal Swim Club	2023 AZ SUN Sun Devil Open	2023 Summer Juniors (LCM)
52	4:02.09	Landon D'Ariano		17	400 FR LCM	MA	Germantown Academy Aquatic Club	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
53	4:02.42	Matheus Cony Siniscalchi	Yes	17	400 FR LCM	FG	Azura Florida Aquatics	2023 FG LCM Senior Championships	2024 Summer Juniors (LCM)
54	4:02.44	Hayden Lambert		17	400 FR LCM	CC	Clovis Swim Club	2023 Futures - Sacramento, CA	2024 Summer Juniors (LCM)
55	4:02.52	Johnny Crush		17	400 FR LCM	KY	Lakeside Swim Team	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
56	4:02.62	Giovanni Sullo		17	400 FR LCM	CA	Sandpipers Of Nevada	2023 CC Arena Western Zone Senior Championships	2024 Summer Juniors (LCM)
57	4:02.78	JC Gordon		17	400 FR LCM	VA	Lynchburg YMCA Swim Team	2023 NC YMCA Long Course Nationals	2024 Summer Juniors (LCM)
58	4:02.91	Rylan Anselm		17	400 FR LCM	IL	Barrington Swim Club	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
59	4:03.01	Luke Stibrich		17	400 FR LCM	GU	Blue Tide Aquatics	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
60	4:03.26	Mason Turner		17	400 FR LCM	IA	Linn-Mar Swim Team	2023 IA Long Course Championship Meet	2023 Winter Juniors (SCY)
61	4:03.42	Tomaz Chevres		17	400 FR LCM	NJ	Peddie Aquatic Association	2023 IN NCSA Summer Swimming Championships	2023 Winter Juniors (SCY)
62	4:03.47	Felipe Baffico	Yes	17	400 FR LCM	FL	Sarasota Sharks	2023 FL Southern Zone South Sectional Championships	2023 Winter Juniors (SCY)
63	4:03.48	Pierce O'Grady		17	400 FR LCM	CA	The Spartans of La Canada	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
64	4:03.53	Zach Power		17	400 FR LCM	PC	Lakeridge Swim Team	2023 Futures - Sacramento, CA	2023 Winter Juniors (SCY)
65	4:03.54	Nathan Spetz		17	400 FR LCM	OHO	Powel Crosley, Jr. YMCA	2023 NC YMCA Long Course Nationals	2023 Winter Juniors (SCY)
66	4:03.60	Alex Parkinson		17	400 FR LCM	IL	Fox Valley Swim Team	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
67	4:03.62	Wiley Spinner		17	400 FR LCM	NC	Mecklenburg Swim Association	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
68	4:03.70	Nolan Arnholt		17	400 FR LCM	NM	Charger Aquatics	2023 CC Arena Western Zone Senior Championships	2023 Winter Juniors (SCY)
69	4:03.72	Luke Waldrep		17	400 FR LCM	SE	Baylor Swim Club	2023 SE Southeastern Long Course Championships	2023 Winter Juniors (SCY)
70	4:03.81	Nathan Castano		17	400 FR LCM	FL	Area Tallahassee Aquatic Club	2023 Futures - Ocala	2023 Winter Juniors (SCY)
71	4:03.91	Andrew Cooper		17	400 FR LCM	CA	Boulder City Henderson Swim Team	2023 Futures - Sacramento, CA	2023 Winter Juniors (SCY)
72	4:03.94	Gavin Sheyda		17	400 FR LCM	CO	Pikes Peak Athletics	2023 OR THSC SUMMER CLASSIC	2023 Winter Juniors (SCY)
73	4:04.08	Wilson Tuttle		17	400 FR LCM	NC	Marlins Of Raleigh	2023 NC ESSZ Senior Sectionals	2023 Winter Juniors (SCY)
74	4:04.14	Larkin Helman		17	400 FR LCM	GU	Dads Club Swim Team	2023 ST TXLA Speedo SZ LC Sectional Championships	2023 Winter Juniors (SCY)
75	4:04.21	Thomas Powers-Hammond		17	400 FR LCM	NE	Bluefish Swim Club	2023 FG Swim Fort Lauderdale Speedo Summer Classic	2023 Winter Juniors (SCY)
76	4:04.30	Connor Fry		17	400 FR LCM	GU	South Texas Aquatics	2023 GU FCST Summer Splash	2023 Winter Juniors (SCY)
77	4:04.39	Zachary Billotte		17	400 FR LCM	CA	San Clemente Aquatic Team	2023 Futures - Sacramento, CA	2023 Winter Juniors (SCY)
78	4:04.46	Owen Markowitz		17	400 FR LCM	NJ	Lakeland Hills YMCA	2023 NC YMCA Long Course Nationals	2023 Winter Juniors (SCY)
79	4:04.48	Jeremy Rosen		17	400 FR LCM	AZ	Scottsdale Aquatic Club	2023 OR THSC SUMMER CLASSIC	2023 Winter Juniors (SCY)
80	4:04.64	Richard Chung		17	400 FR LCM	CA	Los Angeles Swim Club	2023 Futures - Sacramento, CA	2023 Winter Juniors (SCY)
81	4:04.71	Luke Dwyer		17	400 FR LCM	MR	Condors Swim Club	2023 Speedo Junior National Championships Time Trials	2023 Winter Juniors (SCY)
82	4:05.00	Ilya Kharun	Yes	17	400 FR LCM	CA	Sandpipers Of Nevada	2023 TYR PSS Knoxville	2023 Winter Juniors (SCY)
83	4:05.05	Daniel Cushing		17	400 FR LCM	GA	Chattahoochee Gold Swim Club	2023 Futures - Ocala	2023 Winter Juniors (SCY)
84	4:05.07	Riley Clinton		17	400 FR LCM	CA	Sandpipers Of Nevada	2023 CA TYR Fran Crippen Swim Meet of Champions at MVN	2023 Winter Juniors (SCY)
85	4:05.09	Tristan Prizler		17	400 FR LCM	OHO	Dayton Raiders	2023 Futures Championships - Richmond, VA - CAP REACHED	2023 Winter Juniors (SCY)
86	4:05.15	Harry Belcher		17	400 FR LCM	VA	NOVA of Virginia Aquatics, Inc	2023 VA LC Senior Champs	2023 Winter Juniors (SCY)
87	4:05.22	Danny Bishop		17	400 FR LCM	ST	Nitro Swimming	2023 ST TXLA Speedo SZ LC Sectional Championships	2023 Winter Juniors (SCY)
88	4:05.28	Salvador Goya	Yes	17	400 FR LCM	PC	Alto Swim Club	2023 POR Campeonato Nacional Juvenis e Absolutos	2023 Winter Juniors (SCY)
89	4:05.33	William Wadsworth		17	400 FR LCM	FL	Sarasota Sharks	2023 Futures - Ocala	2024 Futures (LCM)
90	4:05.61	Wilson Tunila		17	400 FR LCM	CA	Swim Torrance	2023 Futures - Sacramento, CA	2024 Futures (LCM)
91	4:05.65	TJ Frost		17	400 FR LCM	FL	Loggerhead Aquatics	2023 Futures - Ocala	2024 Futures (LCM)
92	4:05.69	Anthony Mortellite		17	400 FR LCM	MA	Jersey Wahoos	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Futures (LCM)
93	4:05.70	Raekwon Noel	Yes	17	400 FR LCM	MA	South Jersey Aquatic Club	2023 World Champs	2024 Futures (LCM)
94	4:05.72	Robert Melsom		17	400 FR LCM	FL	Saint Petersburg Aquatics	2023 FL Southern Zone South Sectional Championships	2023 Futures (LCM)
94	4:05.72	Evan Mackesy		17	400 FR LCM	PV	Rockville Montgomery Swim Club	2023 VA EZ LC Speedo Super Sectional	2023 Futures (LCM)
96	4:05.79	Evan Peters		17	400 FR LCM	NI	Victor Swim Club	2023 NI STAR Niagara LSC Long Course Championships	2024 Futures (LCM)
97	4:05.86	Anakin Fischer		17	400 FR LCM	WI	Elmbrook Swim Club	2023 WI 13 & OVER LONG COURSE STATE CHAMPIONSHIPS	2024 Futures (LCM)
97	4:05.86	William Miller		17	400 FR LCM	IE	Cougar Aquatics	2023 TYR Pro Swim Series Mission Viejo	2023 Futures (LCM)
99	4:05.88	Derek Long		17	400 FR LCM	MV	Tsunami Swim Team of K.C.	2023 TYR Pro Swim Series Ft. Lauderdale	2023 Futures (LCM)
100	4:06.21	Ryan Novak		17	400 FR LCM	CA	La Mirada Armada	2023 Futures Championships - San Antonio, TX - Cap Reached	2024 Futures (LCM)
101	4:06.24	Raymond Prosinski		17	400 FR LCM	FL	Loggerhead Aquatics	2023 FL Southern Zone South Sectional Championships	2023 Futures (LCM)
102	4:06.35	Daniel Gonzalez		17	400 FR LCM	GA	Dynamo Swim Club	2023 Futures - Ocala	2024 Futures (LCM)
103	4:06.39	Pierre Leroy		17	400 FR LCM	MR	Team Suffolk	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Futures (LCM)
104	4:06.40	Ron Lyubman		17	400 FR LCM	NJ	Jersey Flyers Aquatic Club	2023 NJ EEX JSM Summer Sizzle XXXI	2023 Futures (LCM)
105	4:06.41	Jaden Ficklen		17	400 FR LCM	CA	Unattached	2023 CA TYR Fran Crippen Swim Meet of Champions at MVN	2023 Futures (LCM)
106	4:06.59	Bobby DiNunzio		17	400 FR LCM	VA	Tide Swimming	2023 VA NOVA LC Winter Invitational	2023 Futures (LCM)
106	4:06.59	Craig Bohlman		17	400 FR LCM	VA	NOVA of Virginia Aquatics, Inc	2023 VA NOVA LC Winter Invitational	2023 Futures (LCM)
108	4:06.61	Josiah March		17	400 FR LCM	MN	Aquajets Swim Team	2023 MN NSAC Minnesota Senior LC State Championship	2024 Futures (LCM)
109	4:06.79	ERIC Lee		17	400 FR LCM	NJ	Scarlet Aquatics	2023 NJ SCAR April Long Course Invitational	2023 Futures (LCM)
110	4:06.83	Alex Crown		17	400 FR LCM	PV	Nation's Capital Swim Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Futures (LCM)
111	4:06.86	Finnegan McFarland		17	400 FR LCM	AD	Adirondack Bluefins	2023 NI Eastern Zone Senior Championships	2024 Futures (LCM)
112	4:06.88	carter Kegle		17	400 FR LCM	MI	East Grand Rapids Aquatics	2023 Futures Championships - West Fargo, ND	2024 Futures (LCM)
113	4:07.28	Brady Campbell		17	400 FR LCM	IN	Franklin Regional Swim Team	2023 IN CZ East Spring Speedo Sectional	2023 Futures (LCM)
114	4:07.29	Raymond Stelmark		17	400 FR LCM	NJ	Scarlet Aquatics	2023 CA CA-NV Summer Sectionals	2023 Futures (LCM)
115	4:07.41	Thackston McMullan		17	400 FR LCM	OHO	Cincinnati Marlins	2023 OH PHST Jill Griesse Memorial	2024 Futures (LCM)
116	4:07.44	Samir Elkassem		17	400 FR LCM	PV	Rockville Montgomery Swim Club	2023 PV Spring LC Classic	2023 Futures (LCM)
117	4:07.48	Andy Cui		17	400 FR LCM	PC	Alto Swim Club	2023 SN CA/NV Speedo Sectionals - Roseville	2023 Futures (LCM)
118	4:07.55	Bruno Ribeiro		17	400 FR LCM	CA	Irvine Novaquatics	2023 Futures - Sacramento, CA	2024 Futures (LCM)
119	4:07.61	Tyler Whitacre		17	400 FR LCM	PV	Machine Aquatics	2023 VA EZ LC Speedo Super Sectional	2023 Futures (LCM)
120	4:07.68	Teddy Blake		17	400 FR LCM	MA	Unattached	2023 VA EZ LC Speedo Super Sectional	2023 Futures (LCM)
121	4:07.70	Alex Stewart		17	400 FR LCM	UT	Skyline Swim Club	2023 SR Speedo LC Sectionals	2023 Futures (LCM)
122	4:07.76	Mason Lanning		17	400 FR LCM	KY	Lakeside Swim Team	2023 IN NCSA Summer Swimming Championships	2024 Futures (LCM)
123	4:07.83	Bryce Key		17	400 FR LCM	NT	Mansfield Aquatic Club	2023 Speedo Junior National Championships Time Trials	2024 Futures (LCM)
124	4:07.85	Jackson Mueller		17	400 FR LCM	VA	NOVA of Virginia Aquatics, Inc	2023 IN NCSA Summer Swimming Championships	2024 Futures (LCM)
125	4:07.96	Reid Caswell		17	400 FR LCM	OHO	Upper Arlington Swim Club	2023 Futures Championships - San Antonio, TX - Cap Reached	2024 Futures (LCM)
126	4:07.98	Jack Maron		17	400 FR LCM	NE	Bluefish Swim Club	2023 IN CZ East Spring Speedo Sectional	2023 Futures (LCM)
127	4:08.05	Isaac Lee		17	400 FR LCM	SE	Manchester Makos Swim Team	2023 SE HSA April Invitational	2023 Futures (LCM)
128	4:08.16	Nye Hanan		17	400 FR LCM	NM	Las Cruces Aquatic Team	2023 CC Arena Western Zone Senior Championships	2024 Futures (LCM)
129	4:08.18	Sebastien Wenger		17	400 FR LCM	CA	Evolution Racing Club	2023 Futures - Sacramento, CA	2024 Futures (LCM)
130	4:08.22	Andy Commins		17	400 FR LCM	NC	North Carolina Aquatic Club	2023 IN NCSA Summer Swimming Championships	2024 Futures (LCM)
131	4:08.27	Jochi Nolla	Yes	17	400 FR LCM	CT	Ridgefield Aquatic Club	2023 FG Swim Fort Lauderdale Speedo Summer Classic	2023 Futures (LCM)
132	4:08.63	Andrew Ignatescu		17	400 FR LCM	OR	Tualatin Hills Swim Club	2023 OR THSC SUMMER CLASSIC	2023 Futures (LCM)
133	4:08.66	Bo Zheng	Yes	17	400 FR LCM	CA	The Swim Team	2023 CA Los Angeles Invite	2023 Futures (LCM)
134	4:08.70	Joao Lapagesse	Yes	17	400 FR LCM	FL	Academy Aquatic Club	2023 FL Summer Senior Championships	2024 Futures (LCM)
135	4:08.73	Kyle Algrim		17	400 FR LCM	IL	St Charles Swim Team	2023 IN CGAC Mid Summer Spectacular	2023 Futures (LCM)
135	4:08.73	Cole Ballard		17	400 FR LCM	PC	Palo Alto Stanford Aquatics	2023 Futures - Sacramento, CA	2024 Futures (LCM)
135	4:08.73	Nolan Mackay		17	400 FR LCM	GA	Dynamo Swim Club	2023 Futures - Ocala	2024 Futures (LCM)
138	4:08.95	Jake McCoy		17	400 FR LCM	IE	Cougar Aquatics	2023 TYR Pro Swim Series Mission Viejo	2023 Futures (LCM)
139	4:08.99	Sabian Branch	Yes	17	400 FR LCM	FL	Fast Falcons	2023 Futures - Ocala	2024 Futures (LCM)
140	4:09.10	Harrison Lambert		17	400 FR LCM	MR	Westchester Aquatic Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Futures (LCM)
141	4:09.23	Carson Hick		17	400 FR LCM	NM	Los Alamos Aquatomics, Inc	2023 TYR PSS Knoxville	2023 Futures (LCM)
142	4:09.28	Markus Quillinan		17	400 FR LCM	AZ	Gold Medal Swim Club	2023 AZ Long Course Senior State Championships	2024 Futures (LCM)
142	4:09.28	Charles Schreiner		17	400 FR LCM	MA	Egg Harbor Twp Seahawks	2023 MA Long Course Senior Championships	2024 Futures (LCM)
142	4:09.28	Jack Ussery		17	400 FR LCM	SC	Hilton Head Aquatics	2023 SC GAME South Carolina Long Course Senior LSC Championship	2024 Futures (LCM)
145	4:09.32	Luke Kelley		17	400 FR LCM	IA	Linn-Mar Swim Team	2023 Futures Championships - West Fargo, ND	2024 Futures (LCM)
146	4:09.35	Ben Scott		17	400 FR LCM	PN	Seattle Metropolitan Aquatic Club	2023 PN Senior Long Course Champs	2024 Futures (LCM)
147	4:09.37	Cooper Nicholson		17	400 FR LCM	NC	North Carolina Aquatic Club	2023 IN NCSA Summer Swimming Championships	2024 Futures (LCM)
148	4:09.42	Justin Nowicki		17	400 FR LCM	NI	Victor Swim Club	2023 NC SwimMAC Martha McKee Open	2023 Futures (LCM)
149	4:09.47	Michael Sachau		17	400 FR LCM	NT	Texas Ford Aquatics	2023 IN NCSA Summer Swimming Championships	2024 Futures (LCM)
150	4:09.55	William Gorman		17	400 FR LCM	IA	Piranhas Swim Club	2023 Futures Championships - West Fargo, ND	2024 Futures (LCM)
151	4:09.56	Evan Wong		17	400 FR LCM	HI	Iolani Swim Club	2023 Futures - Sacramento, CA	2024 Futures (LCM)
152	4:09.61	Parker Lenoce		17	400 FR LCM	CT	Unattached	2023 NJ SCAR TYR LC Winter Invite	2023 Futures (LCM)
153	4:09.65	Matthew Shnowske		17	400 FR LCM	VA	757 Swim	2023 FL ISCA Summer Senior Blast	2024 Futures (LCM)
154	4:09.66	William Hook		17	400 FR LCM	NC	TAC Titans	2023 Futures - Ocala	2024 Futures (LCM)
155	4:09.68	Charlie Green		17	400 FR LCM	SC	South Carolina Swim Club	2023 SC SCSC June Invitational	2024 Futures (LCM)
156	4:09.70	Landon Slater		17	400 FR LCM	GA	SwimAtlanta	2023 GA Long Course Senior State	2024 Futures (LCM)
157	4:09.73	Adam Varga		17	400 FR LCM	FL	Saint Petersburg Aquatics	2023 FL Sarasota Shark Open	2023 Futures (LCM)
158	4:09.81	Woobie Kupsky		17	400 FR LCM	MA	Unattached	2023 MA NLAC Swim Fest	2023 Futures (LCM)
159	4:09.88	Owen Schwebach		17	400 FR LCM	IA	Greater Des Moines YMCA	2023 IA Long Course Championship Meet	2024 Futures (LCM)
160	4:10.01	Ian McCorkle		17	400 FR LCM	IA	Ames Cyclone Aquatics Club	2023 IA Long Course Championship Meet	2020-2024 AAA
161	4:10.05	Michael Traynor		17	400 FR LCM	FL	Sarasota Sharks	2023 Futures - Ocala	2020-2024 AAA
162	4:10.08	Christopher Mo		17	400 FR LCM	CA	Los Angeles Swim Club	2023 CA Los Angeles Invite	2020-2024 AAA
163	4:10.11	Jayden Edmonson		17	400 FR LCM	MN	Rochester Swim Club	2023 IA Speedo Section Summer Champs CZ North	2020-2024 AAA
164	4:10.14	Jake Baker		17	400 FR LCM	CO	Mission Aurora Colorado Swimming	2023 OR THSC SUMMER CLASSIC	2020-2024 AAA
165	4:10.16	Nate Rasmussen		17	400 FR LCM	PC	Tiger Aquatics	2023 SN 25th Annual Summer Sanders LCM Meet SR+ Swim Meet	2020-2024 AAA
166	4:10.39	Ian Pickles		17	400 FR LCM	AZ	Swim Neptune	2023 AZ Long Course Senior State Championships	2020-2024 AAA
167	4:10.44	Clay Perry		17	400 FR LCM	IL	New Trier Aquatics	2023 FL ISCA Summer Senior Blast	2020-2024 AAA
168	4:10.48	Devin Dilger		17	400 FR LCM	MI	Utica Shelby Swim Club	2023 MI Eric Namesnik Memorial Open	2020-2024 AAA
169	4:10.54	Damian Czartoryjski		17	400 FR LCM	CT	Cheshire Y Sea Dog Swim Club	2023 CT LC Senior Championships	2020-2024 AAA
169	4:10.54	Toby Schwenk		17	400 FR LCM	FL	Sarasota Sharks	2023 Futures - Ocala	2020-2024 AAA
171	4:10.55	Nasim Elkassem		17	400 FR LCM	PV	Rockville Montgomery Swim Club	2023 PV June LC Intrasquad	2020-2024 AAA
171	4:10.55	Jake Shelton		17	400 FR LCM	WT	City Of Midland Swim Team	2023 Futures Championships - San Antonio, TX - Cap Reached	2020-2024 AAA
173	4:10.57	Brandon Adkins		17	400 FR LCM	SE	Baylor Swim Club	2023 SE TNAQ June Invitational	2020-2024 AAA
174	4:10.58	Gunnar Seversen		17	400 FR LCM	MN	South East Metro Sharks	2023 IN NCSA Summer Swimming Championships	2020-2024 AAA
175	4:10.62	Vince Coppola		17	400 FR LCM	AD	Schenectady-Saratoga Swim Club	2023 NI Eastern Zone Senior Championships	2020-2024 AAA
175	4:10.62	John Aegerter		17	400 FR LCM	NT	Lakeside Aquatic Club	2023 WV 23023 Summer Senior Showdown	2020-2024 AAA
177	4:10.66	Dane Weber		17	400 FR LCM	CA	SOCAL Aquatics Association	2023 CA Los Angeles Invite	2020-2024 AAA
178	4:10.67	Bryce Rohr		17	400 FR LCM	PV	Nation's Capital Swim Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2020-2024 AAA
179	4:10.77	Charlie Mayr		17	400 FR LCM	VA	NOVA of Virginia Aquatics, Inc	2023 VA LC Senior Champs	2020-2024 AAA
180	4:10.80	Daniel Li		17	400 FR LCM	CA	Rose Bowl Aquatics	2023 CA Speedo Grand Challenge	2020-2024 AAA
181	4:10.86	Wyatt Gallas		17	400 FR LCM	SE	Excel Aquatics	2023 SE Southeastern Long Course Championships	2020-2024 AAA
182	4:10.87	Brandon Kow		17	400 FR LCM	CA	La Mirada Armada	2023 CA SCS/BREA Post CIF LCM Time Trials	2020-2024 AAA
183	4:10.88	Ethan Mindlin		17	400 FR LCM	AZ	Scottsdale Aquatic Club	2023 OR THSC SUMMER CLASSIC	2020-2024 AAA
184	4:10.89	Conrad Fawcett		17	400 FR LCM	AK	Northern Lights Swim Club	2023 FL ISCA Summer Senior Blast	2020-2024 AAA
185	4:10.91	Travis Ly		17	400 FR LCM	GU	Dads Club Swim Team	2023 ST TXLA Speedo SZ LC Sectional Championships	2020-2024 AAA
185	4:10.91	Ian Noffsinger		17	400 FR LCM	CO	Mission Aurora Colorado Swimming	2023 Futures Championships - San Antonio, TX - Cap Reached	2020-2024 AAA
187	4:10.97	Jed Ritchie		17	400 FR LCM	MA	Chambersburg Chargers	2023 NC YMCA Long Course Nationals	2020-2024 AAA
188	4:11.00	James Gottfried		17	400 FR LCM	GU	Premier Aquatics Club of Klein	2023 Futures Championships - San Antonio, TX - Cap Reached	2020-2024 AAA
