Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
14	54.47	Will Hayon		18	100 FL LCM	WI	Mid Wisconsin Wave Makers	2022 MN USAS Speedo Meet	2022 Winter US Open (LCM)
15	54.48	Alex Fu		18	100 FL LCM	GU	First Colony Swim Team, Inc.	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
16	54.51	Caleb Ellis		18	100 FL LCM	MV	Empire KC Swim Club	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
17	54.55	Alec Filipovic		18	100 FL LCM	IL	St Charles Swim Team	2022 TYR Pro Swim Series - Mis	2022 Winter US Open (LCM)
18	54.56	Quintin McCarty		18	100 FL LCM	CO	Pikes Peak Athletics	2022 Phillips 66 Summer Nationals	2022 Winter US Open (LCM)
19	54.58	Evan VanBrocklin		18	100 FL LCM	UT	Olympus Aquatics	2022 UT LC Champs	2022 Winter US Open (LCM)
20	54.62	Brian Lee		18	100 FL LCM	PN	Bellevue Club Swim Team	2022 Phillips 66 International Team Trials	2022 Winter US Open (LCM)
20	54.62	Ethan Doehler		18	100 FL LCM	ST	Alamo Area Aquatic Association	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
22	54.66	Billy Oates		18	100 FL LCM	AZ	Jim Click Team Elite, Inc	2022 CA Los Angeles Invitational	2022 Winter US Open (LCM)
23	54.69	Josh Zuchowski		18	100 FL LCM	FG	Flood Aquatics Swim Team	2022 FG Senior Championships	2022 Winter US Open (LCM)
24	54.70	Drew Jalbert		18	100 FL LCM	CT	Connecticut Aquatic Club	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
25	54.74	Justin Wong		18	100 FL LCM	CA	Unattached	2022 CA CA-NV Speedo Sectionals at CANY	2022 Winter US Open (LCM)
26	54.80	Hayden Ghufran		18	100 FL LCM	SN	DART Swimming	2022 SN Bill Rose Classic	2022 Winter US Open (LCM)
27	54.90	Patrick Sammon		18	100 FL LCM	AZ	Sun Devil Swimming	2022 Phillips 66 Summer Nationals	2022 Winter US Open (LCM)
28	54.98	Gage Hulbert		18	100 FL LCM	FL	Bolles School Sharks	2022 Futures - Cary	2022 Winter US Open (LCM)
29	54.99	Sage Sungail		18	100 FL LCM	NT	Unattached	2022-NT American Long Course Meet	2022 Winter US Open (LCM)
30	55.01	Tona Zinn		18	100 FL LCM	CA	SOCAL Aquatics Association	2022 CA Speedo Grand Challenge	2022 Winter US Open (LCM)
31	55.06	Charley Page-Jones		18	100 FL LCM	OR	Team Eugene Aquatics-YMCA	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
31	55.06	Dillon Edge		18	100 FL LCM	OHO	Dayton Raiders	2022 LE Futures Championships Geneva	2022 Winter US Open (LCM)
33	55.26	Evan Fentress		18	100 FL LCM	OHO	Milford Area Swim Team	2022 IN Spring Speedo Sectionals	2022 Winter US Open (LCM)
34	55.29	Harrison Ranier		18	100 FL LCM	NC	SwimMAC Carolina	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
35	55.40	Jackson Lustig		18	100 FL LCM	WI	Schroeder YMCA Swim Team	2022 Phillips 66 Summer Nationals	2022 Winter US Open (LCM)
36	55.41	Cade Duncan		18	100 FL LCM	GU	Dads Club Swim Team	2022 IN NCSA Summer Swimming Championship	2022 Winter US Open (LCM)
37	55.50	Ryan Branon		18	100 FL LCM	MD	North Baltimore Aquatic Club	2022 Speedo Junior National Ch	2022 Winter US Open (LCM)
38	55.53	Ben Louis		18	100 FL LCM	IL	Hinsdale Swim Club	2022 MN USAS Speedo Meet	2022 Winter US Open (LCM)
39	55.54	Logan Zucker		18	100 FL LCM	NC	SwimMAC Carolina	2022 NC SwimMAC Martha McKee Meet	2022 Winter US Open (LCM)
40	55.56	Griffin O'Leary		18	100 FL LCM	IL	Barrington Swim Club	2022 WI Central Zone Section 1	2022 Winter US Open (LCM)
41	55.57	Sean Rogers		18	100 FL LCM	CT	Chelsea Piers Aquatic Club	2022 IN NCSA Summer Swimming Championships2	2022 Winter US Open (LCM)
42	55.61	Haakon Naughton		18	100 FL LCM	MN	Riptide	2022 MN USAS Speedo Meet	2022 Winter US Open (LCM)
42	55.61	Esteban Nunez Del Prado	Yes	18	100 FL LCM	FG	Unattached	2022 World Champs	2022 Winter US Open (LCM)
44	55.62	John Prucha		18	100 FL LCM	NC	TAC Titans	2022 NC Futures Championships Cary	2022 Winter US Open (LCM)
45	55.63	Aiden Leamer		18	100 FL LCM	OHO	Countryside YMCA	2022 FL ISCA Summer Senior Blast	2022 Winter US Open (LCM)
46	55.70	Gibson Holmes		18	100 FL LCM	OHO	Mason Manta Rays	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
47	55.74	Sammy Sierra		18	100 FL LCM	IN	Irish Aquatics	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
47	55.74	Logan Ingerick		18	100 FL LCM	KY	Kentucky Aquatics	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
49	55.80	Bryson Huey		18	100 FL LCM	PC	Livermore Aqua Cowboys	2022 TT Speedo Junior National Ch	2023 Summer Juniors (LCM)
50	55.81	Archie Minto Minto	Yes	18	100 FL LCM	NI	Unattached	2022 NI EZ Speedo Sectional (LCM) Buffalo	2022 Summer Juniors (LCM)
51	55.82	Chad Morrison		18	100 FL LCM	SI	Tritons Aquatic Club	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
52	55.83	Alex Hazlett		18	100 FL LCM	CT	Greenwich YWCA Dolphins Swm Tm	2022 IN NCSA Summer Swimming Championships2	2023 Summer Juniors (LCM)
53	55.87	Jack Maketa		18	100 FL LCM	MA	Germantown Academy Aquatic Club	2022 MA JW Summer Solstice	2022 Summer Juniors (LCM)
54	55.89	Charlie Crush		18	100 FL LCM	KY	Lakeside Swim Team	2022 IN NCSA Summer Swimming Championships2	2023 Summer Juniors (LCM)
55	55.92	James Pan		18	100 FL LCM	MN	Aquajets Swim Team	2022 MN USAS Speedo Meet	2022 Summer Juniors (LCM)
55	55.92	Spencer Aurnou-Rhees		18	100 FL LCM	OHO	New Albany Aquatic Club	2022 Jr Pan Pacific Swimming Championships	2023 Summer Juniors (LCM)
57	55.93	Dylan Yin Yin		18	100 FL LCM	GA	Gwinnett Aquatics	2022 TT Speedo Junior National Ch	2023 Summer Juniors (LCM)
58	55.94	Chance Tirheimer		18	100 FL LCM	FL	Tampa Bay Aquatics	2022 TT - Phillips 66 Nationals	2023 Summer Juniors (LCM)
59	55.95	Adam O'Brien		18	100 FL LCM	GA	Marietta Marlins, Inc	2022 GA LC Senior State Championship	2023 Summer Juniors (LCM)
60	55.98	Davis Bonebrake		18	100 FL LCM	NE	Commonwealth Swimming	2022 NE BGSC LCM Seniors	2023 Summer Juniors (LCM)
61	55.99	Jacob Pishko		18	100 FL LCM	NT	Lakeside Aquatic Club	Time Trials - Intl Team Trials	2022 Summer Juniors (LCM)
62	56.01	Juan Mora		18	100 FL LCM	SN	Sierra Marlins Swim Team	2022 PC SCSC Futures West	2023 Summer Juniors (LCM)
63	56.05	Thomas Askew		18	100 FL LCM	GA	Athens Bulldog Swim Club	2022 GA LC Senior State Championship	2023 Summer Juniors (LCM)
64	56.07	Seth Roach		18	100 FL LCM	GA	Southern Crescent Aquatic Team	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
65	56.12	Aaron Seymour		18	100 FL LCM	GA	Georgia Coastal Aquatic Team	2022 GA LC Senior State Championship	2023 Summer Juniors (LCM)
66	56.24	McKennzey McDonald		18	100 FL LCM	SE	Wake Aquatics	2022 TT Speedo Junior National Ch	2023 Summer Juniors (LCM)
67	56.25	Billy Picht		18	100 FL LCM	PC	Otter Swim Club	2022 CC Arena Grand Challenge	2023 Summer Juniors (LCM)
68	56.26	Keegan McKenney		18	100 FL LCM	ME	Coastal Maine Aquatics	2022 IN NCSA Summer Swimming Championships	2023 Summer Juniors (LCM)
69	56.30	Isaac Wilson		18	100 FL LCM	KY	Lakeside Swim Team	2022 KY 13&Over LCM State Championships	2023 Summer Juniors (LCM)
70	56.31	Max Cahill		18	100 FL LCM	CA	Rose Bowl Aquatics	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
70	56.31	Eli Stoll		18	100 FL LCM	OHO	Greater Columbus Swim Tm Of Oh	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
70	56.31	Cale Martter		18	100 FL LCM	GA	Dynamo Swim Club	2022 GA Speedo Atlanta Classic	2022 Summer Juniors (LCM)
73	56.33	David Greeley		18	100 FL LCM	NC	TAC Titans	2022 NC Futures Championships Cary	2023 Summer Juniors (LCM)
73	56.33	Derek Zhang		18	100 FL LCM	AM	University of Pittsburgh	2022 LE Futures Championships Geneva	2023 Summer Juniors (LCM)
73	56.33	Ronald Dalmacio		18	100 FL LCM	CA	Rose Bowl Aquatics	2022 CA SCS/BUEN June Age Group	2023 Summer Juniors (LCM)
76	56.37	Tate Cutler		18	100 FL LCM	SN	DART Swimming	2022 PC SCSC Futures West	2023 Summer Juniors (LCM)
77	56.41	Stephen Jones		18	100 FL LCM	GA	Savannah Swim Team	2022 GA LC Senior State Championship	2023 Summer Juniors (LCM)
77	56.41	Alex Cimera		18	100 FL LCM	LE	Hudson Explorer Aquatic	2022 LE Speedo Summer Sectionals	2023 Summer Juniors (LCM)
79	56.43	Dane Herrick		18	100 FL LCM	MI	OLY Swimming	2022 MI Eric Namesnik Memorial Open	2022 Summer Juniors (LCM)
80	56.44	Will Whittington		18	100 FL LCM	MV	U. of Missouri	2022 MV UMIZ International	2022 Summer Juniors (LCM)
81	56.45	Logan Ottke		18	100 FL LCM	OHO	Mason Manta Rays	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
81	56.45	Ryan Merani		18	100 FL LCM	MD	North Baltimore Aquatic Club	2022 MD Summer Speedo Spectacular	2022 Summer Juniors (LCM)
83	56.47	Xavier Hill		18	100 FL LCM	CO	Univ of Denver Hilltoppers	2022 OR Speedo Sectionals - Mt Hood	2023 Summer Juniors (LCM)
83	56.47	Leo Han		18	100 FL LCM	IN	Carmel Swim Club	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
83	56.47	Mykyta Kolesnykov	Yes	18	100 FL LCM	ST	Streamline Aquatics	2022 TYR Pro Swim Series - San	2022 Summer Juniors (LCM)
86	56.48	Ryan Zerpa		18	100 FL LCM	CA	SOCAL Aquatics Association	2022 PC SCSC Futures West	2023 Summer Juniors (LCM)
86	56.48	Garret Green		18	100 FL LCM	GU	Blue Tide Aquatics	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
88	56.50	Eric Yeh		18	100 FL LCM	CA	Brea Aquatics	2022 CA Los Angeles Invitational	2022 Winter Juniors (SCY)
89	56.51	Kevin Glennon		18	100 FL LCM	OHO	Countryside YMCA	2022 FL ISCA Summer Senior Blast	2022 Winter Juniors (SCY)
90	56.57	Taj Benton		18	100 FL LCM	MD	Eagle Swim Team Inc.	2022 IN NCSA Summer Swimming Championships	2022 Winter Juniors (SCY)
91	56.59	Jeremy Graunke		18	100 FL LCM	AZ	Sun Devil Swimming	2022 Phillips 66 Summer Nationals	2022 Winter Juniors (SCY)
92	56.61	Everett Oehler		18	100 FL LCM	PV	Rockville Montgomery Swim Club	2021 Toyota US Open Championship	2022 Winter Juniors (SCY)
93	56.66	Owen Watkins		18	100 FL LCM	CO	Fort Collins Area Swim Team	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
93	56.66	Andrew Leong		18	100 FL LCM	CA	SOCAL Aquatics Association	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
95	56.67	Charlie Jones		18	100 FL LCM	NC	East Carolina Aquatics	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
95	56.67	Leif Bouwman	Yes	18	100 FL LCM	FG	Jupiter Dragons Swim Team	2022 FG Senior Championships	2022 Winter Juniors (SCY)
97	56.68	Andrew Huang		18	100 FL LCM	OR	Lake Oswego Swim Club	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
98	56.69	Lachlan Andrew		18	100 FL LCM	IL	NASA Wildcat Aquatics	2022 MN Futures Championships Minnesota	2022 Winter Juniors (SCY)
98	56.69	Jake Sciscente		18	100 FL LCM	FL	Indian River Aquatics	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
100	56.71	Drew Reiter		18	100 FL LCM	IN	Indiana Swim Club	2022 IN Senior LCM Championships	2022 Winter Juniors (SCY)
101	56.72	Tucker Peterson		18	100 FL LCM	FL	Bolles School Sharks	2022 TT - TYR Pro Swim Series	2022 Winter Juniors (SCY)
102	56.74	David Yune		18	100 FL LCM	PV	Rockville Montgomery Swim Club	2022 PV AP MCSL Coaches LC	2022 Winter Juniors (SCY)
102	56.74	Ashton Temme		18	100 FL LCM	VA	Tide Swimming	2022 VA EZ LC Speedo Super Sectional	2022 Winter Juniors (SCY)
104	56.75	Reid Miller		18	100 FL LCM	NC	SwimMAC Carolina	2022 IN Spring Speedo Sectionals	2022 Winter Juniors (SCY)
105	56.79	Nikolas Wheeler		18	100 FL LCM	MN	Rochester Swim Club	2022 MN USAS Speedo Meet	2022 Winter Juniors (SCY)
106	56.81	Caden Francois		18	100 FL LCM	MV	Empire KC Swim Club	2022 Futures - Minneapolis	2022 Winter Juniors (SCY)
106	56.81	Tyler Schroeder		18	100 FL LCM	GA	SwimAtlanta	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
108	56.82	Mitchell Hopper		18	100 FL LCM	OR	Unattached	2022 OR Speedo Sectionals - Mt Hood	2022 Winter Juniors (SCY)
109	56.83	Jeffrey Cochran		18	100 FL LCM	LA	YMCA of Northwest Louisiana	2022 LA Senior LC State Championships	2022 Winter Juniors (SCY)
109	56.83	Jordan Davis		18	100 FL LCM	OHO	Dayton Raiders	2022 LE Futures Championships Geneva	2022 Winter Juniors (SCY)
111	56.84	Kellen Russell		18	100 FL LCM	NC	TAC Titans	2022 NC Futures Championships Cary	2022 Winter Juniors (SCY)
111	56.84	Patrick Horton		18	100 FL LCM	MN	Edina Swim Club	2022 MN Futures Championships Minnesota	2022 Winter Juniors (SCY)
113	56.86	Cooper Cook		18	100 FL LCM	GA	Dynamo Swim Club	2022 TT Speedo Junior National Ch	2022 Winter Juniors (SCY)
114	56.88	Tommy Roder		18	100 FL LCM	PC	Orinda Aquatics	2022 SN Summer CA-NV Sectional-CC	2022 Winter Juniors (SCY)
115	56.89	Devin Bauman		18	100 FL LCM	CA	Sandpipers Of Nevada	2022 SN Finals - Western Zone Senior Ch	2022 Winter Juniors (SCY)
116	56.90	Thomas Whowell		18	100 FL LCM	WI	Schroeder YMCA Swim Team	2022 TT Speedo Junior National Ch	2022 Winter Juniors (SCY)
116	56.90	Drew Johnson		18	100 FL LCM	KY	Unattached	2022 NC ESSZ Summer Sectionals	2022 Winter Juniors (SCY)
118	56.92	Charlie Krone		18	100 FL LCM	IN	Zionsville Swim Club	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
119	56.94	Bryce Henkel		18	100 FL LCM	AD	Unattached	2021 Toyota US Open Championship	2022 Winter Juniors (SCY)
120	56.95	Luke Condon		18	100 FL LCM	NJ	YMCA of Greater Monmouth County	2022 NC AP LC YMCA Nationals	2022 Winter Juniors (SCY)
120	56.95	Reid Brophy		18	100 FL LCM	PC	Neptune Swimming	2022 PC TCA Senior 2	2022 Winter Juniors (SCY)
122	56.97	Liam Custer		18	100 FL LCM	FL	Sarasota Sharks	2022 FL Shark Open	2022 Winter Juniors (SCY)
123	56.98	Ganesh Sivaramakrishnan		18	100 FL LCM	AM	Team Pittsburgh Elite Aquatics	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
123	56.98	Zachary Elian		18	100 FL LCM	PC	Walnut Creek Aquabears	2022 Speedo Junior National Ch	2022 Winter Juniors (SCY)
125	57.01	Braeden Haughey		18	100 FL LCM	NC	TAC Titans	2022 Futures - Cary	2022 Winter Juniors (SCY)
126	57.02	Nicholas Besgen		18	100 FL LCM	CT	Wilton Y Wahoos Swim Club	2022 NC AP LC YMCA Nationals	2022 Winter Juniors (SCY)
127	57.03	Shane Wynne		18	100 FL LCM	CT	Cheshire Y Sea Dog Swim Club	2022 FL ISCA Summer Senior Blast	2022 Winter Juniors (SCY)
128	57.04	Andrew Garon		18	100 FL LCM	GU	South Shore Sails	2022 TT Speedo Junior National Ch	2022 Winter Juniors (SCY)
129	57.05	Jamin Harlan		18	100 FL LCM	NM	Roadrunners of Albuquerque Aquatic Club	2022 NM Summer Senior State Ch	2022 Winter Juniors (SCY)
130	57.06	Eli Rollen		18	100 FL LCM	FL	Rocoa Rockets	2022 NC SFAC AAU Junior Olympics	2022 Winter Juniors (SCY)
130	57.06	Joseph Clark		18	100 FL LCM	NC	Aquatic Team Of Mecklenburg	2022 TT Speedo Junior National Ch	2022 Winter Juniors (SCY)
132	57.08	Blake Assink		18	100 FL LCM	MI	Michigan Lakeshore Aquatics	2022 IN MS 13-14 & Open ULTRA Summer	2022 Winter Juniors (SCY)
133	57.09	Braxton McGrath		18	100 FL LCM	IA	Iowa Flyers Swim Club	2022 IA Long Course Championships	2022 Winter Juniors (SCY)
134	57.12	Aidan White		18	100 FL LCM	MV	Kansas City Blazers	2022 MN Futures Championships Minnesota	2023 Futures (LCM)
135	57.13	Jayden Hernandez		18	100 FL LCM	PC	Quicksilver Swimming	2022 SN Summer CA-NV Sectional-CC	2023 Futures (LCM)
136	57.14	Aidan George		18	100 FL LCM	PC	Quicksilver Swimming	2022 Futures - Santa Clara	2023 Futures (LCM)
137	57.16	Kyle Raskay		18	100 FL LCM	CO	Elevation Athletics	2022 Speedo Junior National Ch	2023 Futures (LCM)
138	57.18	Cam Abaqueta		18	100 FL LCM	NC	SwimMAC Carolina	2022 IN Spring Speedo Sectionals	2022 Futures (LCM)
139	57.20	Tommy Janton		18	100 FL LCM	MA	Western YMCA Wahoos	2022 MA AP RAYS LC STAKES	2022 Futures (LCM)
139	57.20	Chris Holmes		18	100 FL LCM	IN	Carmel Swim Club	2022 MI Eric Namesnik Memorial Open	2022 Futures (LCM)
139	57.20	Alec Enyeart		18	100 FL LCM	MV	Tsunami Swim Team of K.C.	2022 MV CSC Summer Invite	2022 Futures (LCM)
142	57.21	Bo Kasten		18	100 FL LCM	KY	Lakeside Swim Team	2022 KY 13&Over LCM State Championships	2023 Futures (LCM)
143	57.23	Tony Ju	Yes	18	100 FL LCM	CA	Unattached	2022 TT Speedo Junior National Ch	2023 Futures (LCM)
143	57.23	Matthew Walker		18	100 FL LCM	MN	Aquajets Swim Team	2022 MN MNSI Senior State	2023 Futures (LCM)
145	57.24	Jake Mason		18	100 FL LCM	SE	Ensworth Aquatics	2022 SE Richard Quick Invitational	2023 Futures (LCM)
145	57.24	Erik Linseisen		18	100 FL LCM	NE	Edge Swim Club	2022 NE BGSC LCM Seniors	2023 Futures (LCM)
145	57.24	Henrik Barck		18	100 FL LCM	PC	Orinda Aquatics	2022 SN Summer CA-NV Sectional-CC	2023 Futures (LCM)
148	57.26	Timothy Hays		18	100 FL LCM	IL	Glenbrook Swim Club	2022 IL LCM Senior Championships	2023 Futures (LCM)
149	57.27	Elvin Lee	Yes	18	100 FL LCM	CA	BLAST Sharks	2022 CA RAA Summer JO's	2023 Futures (LCM)
149	57.27	Orion Henderson		18	100 FL LCM	NM	Beast Aquatics	2022 OR Speedo Sectionals - Mt Hood	2023 Futures (LCM)
151	57.28	Jack Forrest		18	100 FL LCM	AR	Arkansas Dolphins Swim Team	2022 MV Region VIII Speedo Summer Meet	2022 Futures (LCM)
152	57.30	Theodore Chen		18	100 FL LCM	NT	Metroplex Aquatics	2022-NT American Long Course Meet	2023 Futures (LCM)
153	57.31	Justin Finkel		18	100 FL LCM	CT	Cheshire Y Sea Dog Swim Club	2022 CT Senior Championship LC	2023 Futures (LCM)
154	57.32	Jacque Wenger		18	100 FL LCM	SI	Coronado Swim Association Team Elite	2022 SI SPLASH AND DASH	2022 Futures (LCM)
154	57.32	Liam Boomer		18	100 FL LCM	MI	South Central Swimming	2022 IN MS 13-14 & Open ULTRA Summer	2023 Futures (LCM)
156	57.33	Daniel Gordon		18	100 FL LCM	MA	York YMCA	2022 MD NBAC Spring Long Course Meet	2022 Futures (LCM)
156	57.33	Matthew Sorbe		18	100 FL LCM	SD	Sioux Falls Swim Team	2022 IN NAT Indy Spring Cup	2022 Futures (LCM)
158	57.39	Jackson Millard		18	100 FL LCM	KY	Kentucky Aquatics	2022 KY Kentucky Aquatics Derby Classic	2022 Futures (LCM)
158	57.39	Will Humphreys		18	100 FL LCM	SC	Southern Tide Swim Club	2022 MS Southern Zone Age Group	2023 Futures (LCM)
158	57.39	Evan O'Dea		18	100 FL LCM	MR	Freedom Aquatics	2022 NJ EEX JS Mace Memorial Summer Sizzle	2022 Futures (LCM)
161	57.40	Tate Anderson		18	100 FL LCM	NC	Raleigh Swimming Association	2022 NC LC SR CHAMPS	2023 Futures (LCM)
162	57.41	Ryder Androsky		18	100 FL LCM	AZ	Gold Medal Swim Club	2022 AZ LC Senior State Championship	2023 Futures (LCM)
163	57.42	Henry Wilkes		18	100 FL LCM	LE	Cleveland Swim Institute	2022 LE Futures Championships Geneva	2023 Futures (LCM)
164	57.43	Dylan Huelskamp		18	100 FL LCM	WY	Lander Swim Club	2022 SN Finals - Western Zone Senior Ch	2023 Futures (LCM)
165	57.44	Noah Taylor		18	100 FL LCM	CA	Mission Viejo Nadadores	2022 CA So Cal Invite	2023 Futures (LCM)
166	57.45	Logan Lakis		18	100 FL LCM	CA	Alpha Aquatics	2022 TT Speedo Junior National Ch	2023 Futures (LCM)
167	57.46	Martin Nowak		18	100 FL LCM	IL	Reach Aquatics Swim Club	2022 IL LCM Senior Championships	2023 Futures (LCM)
168	57.48	Mason Edmund		18	100 FL LCM	NT	North Texas Nadadores	2022 ST TXLA Speedo Southern Sectionals	2022 Futures (LCM)
169	57.49	Ryan Mayo		18	100 FL LCM	MW	Aquatic Club of Elkhorn	2022 MV Region VIII Speedo Summer Meet	2022 Futures (LCM)
169	57.49	Benjamin Castro		18	100 FL LCM	IL	Reach Aquatics Swim Club	2022 IN NASA Summer Invitational	2022 Futures (LCM)
171	57.50	Ian Belflower		18	100 FL LCM	PC	Reno Aquatic Club	2022 Futures - Santa Clara	2023 Futures (LCM)
172	57.53	Ian Lee		18	100 FL LCM	CT	Regional YMCA of Western Connecticut Makos	2022 NC AP LC YMCA Nationals	2023 Futures (LCM)
172	57.53	Tais Brown		18	100 FL LCM	SE	Prime Aquatics	2022 SE LC Championships	2023 Futures (LCM)
174	57.56	Alex Hamill		18	100 FL LCM	MA	Germantown Academy Aquatic Club	2022 IN NCSA Summer Swimming Championship	2023 Futures (LCM)
175	57.57	Mace Spiker-Miller		18	100 FL LCM	WY	Laramie Swim Club	2022 SN Finals - Western Zone Senior Ch	2023 Futures (LCM)
175	57.57	Max Kasal		18	100 FL LCM	MN	Riptide	2022 MN MNSI Senior State	2023 Futures (LCM)
177	57.58	Gabriele Lunardi		18	100 FL LCM	MR	Asphalt Green Unified Aquatics	2022 MR TYR Senior LC Championships	2023 Futures (LCM)
178	57.60	Graham Seaver		18	100 FL LCM	IN	Carmel Swim Club	2022 IN Senior LCM Championships	2022 Futures (LCM)
179	57.61	Arnav Deshpande		18	100 FL LCM	IL	FMC Aquatic	2022 MN USAS Speedo Meet	2023 Futures (LCM)
180	57.63	Daniel Badawy		18	100 FL LCM	NJ	X-Cel Swimming	2022 NJ EEX JS Mace Memorial Summer Sizzle	2022 Futures (LCM)
181	57.64	Jack Gallob		18	100 FL LCM	CA	Las Vegas Swim Club	2022 SN Finals - Western Zone Senior Ch	2023 Futures (LCM)
182	57.65	Roman Valdez		18	100 FL LCM	GA	Carpet Capital Aquatics Club	2022 SE Richard Quick Invitational	2022 Futures (LCM)
182	57.65	Jack Anderson		18	100 FL LCM	KY	Lakeside Swim Team	2022 KY 13&Over LCM State Championships	2023 Futures (LCM)
184	57.66	Connor Little		18	100 FL LCM	GU	Blue Tide Aquatics	2022 TT Speedo Junior National Ch	2023 Futures (LCM)
184	57.66	Keiran Rahmaan		18	100 FL LCM	MI	Grosse Pointe Gators	2022 NC Futures Championships Cary	2023 Futures (LCM)
186	57.67	Mason Campbell		18	100 FL LCM	FL	Planet Swim Aquatics	2022 Futures - Cary	2023 Futures (LCM)
186	57.67	Jack Luken		18	100 FL LCM	AZ	Gold Medal Swim Club	2022 Futures - College Station	2023 Futures (LCM)
186	57.67	NIKITA EFIMOV		18	100 FL LCM	FG	Olympus Swimming Club	2022 FG Michael Lohberg Invitational	2023 Futures (LCM)
189	57.69	Kevin Park		18	100 FL LCM	OR	Tualatin Hills Swim Club	Mel Zajac Jr. International 20	2023 Futures (LCM)
189	57.69	Andres Dupont Cabrera	Yes	18	100 FL LCM	FL	Bolles School Sharks	2022 FL SZ South Sectionals Championships	2022 Futures (LCM)
191	57.70	Payton Sanders		18	100 FL LCM	FL	Tampa Bay Aquatics	2022 Futures - Cary	2023 Futures (LCM)
192	57.74	Michael Bock		18	100 FL LCM	NC	Raleigh Swimming Association	2022 TT Speedo Junior National Ch	2023 Futures (LCM)
193	57.75	Luigi Franco	Yes	18	100 FL LCM	FL	Trinity Prep Aquatics	2022 FL SZ South Sectionals Championships	2022 Futures (LCM)
193	57.75	Ryan McHugh		18	100 FL LCM	MA	Lower Moreland Swimming	2022 MA Swimming Meet	2023 Futures (LCM)
193	57.75	Ty Spillane		18	100 FL LCM	MV	U. of Missouri	2022 TT - Phillips 66 Nationals	2023 Futures (LCM)
196	57.78	Matthew Lucky		18	100 FL LCM	NC	SwimMAC Carolina	2022 Jr Pan Pacific Swimming Championships	2023 Futures (LCM)
196	57.78	Matthew Bittner		18	100 FL LCM	GU	Swim Streamline at Northampton	2022 GU TWST Senior Champs	2022 Futures (LCM)
