Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	51.98	Thomas Heilman		15	100 FL LCM	VA	Cavalier Aquatics/Piedmont Family YMCA	2022 Jr Pan Pacific Swimming Championships	2023 Summer Nationals (LCM)
2	55.11	Rian Graham		15	100 FL LCM	PV	Machine Aquatics	2022 IN NCSA Summer Swimming Championships	2022 Winter US Open (LCM)
3	55.32	Andrew Ploof		15	100 FL LCM	MN	Aquajets Swim Team	2022 MN USAS Speedo Meet	2022 Winter US Open (LCM)
4	55.55	Simon Bermudez		15	100 FL LCM	PV	Nation's Capital Swim Club	2021 Toyota US Open Championship	2022 Winter US Open (LCM)
5	55.63	Carter Lancaster		15	100 FL LCM	FL	Bolles School Sharks	Time Trials - Intl Team Trials	2022 Winter US Open (LCM)
6	55.85	Riccardo Osio		15	100 FL LCM	NT	Lakeside Aquatic Club	2022 Futures - College Station	2023 Summer Juniors (LCM)
6	55.85	Lukas Paegle		15	100 FL LCM	IN	Indiana Swim Club	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
8	55.86	Marcus Papanikolaou		15	100 FL LCM	MA	Unattached	2022 MA WSY/HAC Long Course Cl	2022 Summer Juniors (LCM)
9	55.92	Will Browne		15	100 FL LCM	VA	Cavalier Aquatics/Piedmont Family YMCA	2022 CAN CHAMPIONNATS CANADIENS JUNIORS ET SÉNIORS	2023 Summer Juniors (LCM)
10	56.15	Richard Poplawski		15	100 FL LCM	NJ	Scarlet Aquatics	2022 NJ SCAR April LC Invitational	2022 Summer Juniors (LCM)
11	56.28	Andrew Coombs		15	100 FL LCM	PN	King Aquatic Club	2022 Speedo Junior National Ch	2023 Summer Juniors (LCM)
12	56.41	Clark Coyle		15	100 FL LCM	KY	Kentucky Aquatics	2022 IN NCSA Summer Swimming Championship	2023 Summer Juniors (LCM)
13	56.44	Campbell McKean		15	100 FL LCM	OR	Bend Swim Club	2022 OR Speedo Sectionals - Mt Hood	2022 Summer Juniors (LCM)
14	56.46	Preston Kessler		15	100 FL LCM	AM	Unattached	2022 AM LC Eastern Zone SR Championship	2023 Summer Juniors (LCM)
