Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
34	16:12.84	Tristan McCain		16	1500 FR LCM	ST	Longhorn Aquatics	2023 ST AAAA-NS George Block Invitational	2023 Winter Juniors (SCY)
35	16:12.87	Aaron Davidson		16	1500 FR LCM	NC	New Wave Swim Team	2023 NC TAC Titans Triangle Classic	2023 Winter Juniors (SCY)
36	16:13.31	Jack Rutledge		16	1500 FR LCM	NC	SwimMAC Carolina	2023 Futures - Ocala	2023 Winter Juniors (SCY)
37	16:13.35	Duke Garvin		16	1500 FR LCM	NE	Crimson Aquatics	2023 Futures Championships - Richmond, VA - CAP REACHED	2023 Winter Juniors (SCY)
38	16:13.65	Zach Parent		16	1500 FR LCM	NE	Bluefish Swim Club	2023 Futures Championships - West Fargo, ND	2023 Winter Juniors (SCY)
39	16:13.83	Cooper Dillman		16	1500 FR LCM	VA	NOVA of Virginia Aquatics, Inc	2023 VA LC Senior Champs	2023 Winter Juniors (SCY)
40	16:14.61	Nathan Moss		16	1500 FR LCM	GU	Dads Club Swim Team	2023 IN NCSA Summer Swimming Championships	2023 Winter Juniors (SCY)
41	16:15.06	Ethan Zhang		16	1500 FR LCM	IN	Carmel Swim Club	2023 IN Senior State LCM Championships	2024 Futures (LCM)
42	16:15.16	Nick Fabian		16	1500 FR LCM	FL	T2 Aquatics	2023 Futures - Ocala	2024 Futures (LCM)
43	16:15.91	Kevin Yum		16	1500 FR LCM	CA	FAST Swim Team	2023 CA CA-NV Summer Sectionals	2023 Futures (LCM)
44	16:17.80	Tyler Barritt		16	1500 FR LCM	NC	North Carolina Aquatic Club	2023 IN NCSA Summer Swimming Championships	2024 Futures (LCM)
45	16:17.93	Jaiden Sreenivasan		16	1500 FR LCM	PN	Wave Aquatics	2023 Futures Championships - West Fargo, ND	2024 Futures (LCM)
46	16:19.10	Finn Holdredge		16	1500 FR LCM	WI	Ozaukee Aquatics	2023 WI 13 & OVER LONG COURSE STATE CHAMPIONSHIPS	2024 Futures (LCM)
47	16:20.05	Anderson Kopp		16	1500 FR LCM	IN	Carmel Swim Club	2023 IN Senior State LCM Championships	2023 Futures (LCM)
48	16:20.95	Chase Garcia		16	1500 FR LCM	PV	Nation's Capital Swim Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Futures (LCM)
49	16:22.31	Miles Smyczek		16	1500 FR LCM	AZ	Tucson Ford Dealers Aquatics	2023 Futures Championships - San Antonio, TX - Cap Reached	2024 Futures (LCM)
50	16:22.62	Chase Maier		16	1500 FR LCM	IL	Fox Valley Swim Team	2023 TYR Pro Swim Series Westmont	2023 Futures (LCM)
51	16:23.03	Luke Hartman		16	1500 FR LCM	AM	Team Pittsburgh Elite Aquatics	2023 WV Club Mountaineer Aquatics Summer Invite	2023 Futures (LCM)
52	16:23.18	Giovanni Sullo		16	1500 FR LCM	CA	Sandpipers Of Nevada	2023 CA TYR Fran Crippen Swim Meet of Champions at MVN	2023 Futures (LCM)
53	16:23.47	Connor Jones		16	1500 FR LCM	GU	Katy Aquatic Team For Youth	2023 Speedo Junior National Championships	2024 Futures (LCM)
54	16:24.39	Eli Rolfsen		16	1500 FR LCM	MI	Greater Kalamazoo Crocs	2023 MI Michigan Swimming Ultra LCM Championship Meet	2024 Futures (LCM)
55	16:24.72	Alan Shaaban		16	1500 FR LCM	CA	TSM Aquatics	2023 CA SCS/CANY June Age Group Invite	2024 Futures (LCM)
56	16:24.85	Brandon Richter		16	1500 FR LCM	MD	Eagle Swim Team Inc.	2023 FL GAIN Swimming Invitational	2023 Futures (LCM)
57	16:25.33	Luke Bucaro		16	1500 FR LCM	IL	Barrington Swim Club	2023 Speedo Junior National Championships	2024 Futures (LCM)
58	16:25.70	Hudson DeGroote		16	1500 FR LCM	NC	Marlins Of Raleigh	2023 TYR PSS Knoxville	2023 Futures (LCM)
59	16:25.90	Sam Huggins		16	1500 FR LCM	MA	Nittany Lion Aquatic Club	2023 Speedo Junior National Championships	2024 Futures (LCM)
60	16:26.14	Jack Cornish		16	1500 FR LCM	MR	Badger Swim Club,Inc.	2023 MR TYR Senior Mets LCM Championship	2024 Futures (LCM)
61	16:27.02	Parker Chan		16	1500 FR LCM	IL	FMC Aquatic	2023 IL Illinois Swimming Summer Senior Championships	2024 Futures (LCM)
62	16:27.12	Rex Biebel		16	1500 FR LCM	FL	Tampa Bay Aquatic Club	2023 Futures - Ocala	2024 Futures (LCM)
63	16:27.33	Ethan Linville		16	1500 FR LCM	CC	Clovis Swim Club	2023 Futures - Sacramento, CA	2024 Futures (LCM)
64	16:27.37	Matt Cinque		16	1500 FR LCM	NC	North Carolina Aquatic Club	2023 NC NCAC Meet on the Hill	2023 Futures (LCM)
65	16:27.49	Isaac Carr		16	1500 FR LCM	IL	Champaign Cnty YMCA	2023 IL Illinois Swimming Summer Senior Championships	2024 Futures (LCM)
66	16:28.29	Patrick O'Hagan		16	1500 FR LCM	MR	Long Island Aquatic Club	2023 IN NCSA Summer Swimming Championships	2024 Futures (LCM)
67	16:29.00	Matthew OKonski		16	1500 FR LCM	LA	Crawfish Aquatics	2023 LA Louisiana Senior Long Course State Championship	2024 Futures (LCM)
68	16:30.00	Logan Calhoun		16	1500 FR LCM	GA	Dynamo Swim Club	2023 Futures - Ocala	2024 Futures (LCM)
69	16:30.88	Gabe Cowart		16	1500 FR LCM	MA	Upper Dublin Aquatic Club	2023 MA Long Course Senior Championships	2023 Futures (LCM)
70	16:31.49	Deniz Ozil		16	1500 FR LCM	AR	Northwest Arkansas Aquatics	2023 IN NCSA Summer Swimming Championships	2024 Futures (LCM)
71	16:31.54	Julian Ithier		16	1500 FR LCM	FL	Fast Lane Aquatics	2023 FL FAST Independence Invitational	2024 Futures (LCM)
72	16:31.58	Andrew Ballard		16	1500 FR LCM	NT	COR Swimming	2023 IN NCSA Summer Swimming Championships	2024 Futures (LCM)
73	16:32.03	Brennen Oneil		16	1500 FR LCM	CO	Fort Collins Area Swim Team	2023 Futures Championships - San Antonio, TX - Cap Reached	2024 Futures (LCM)
73	16:32.03	Cody Crawford		16	1500 FR LCM	FL	Sarasota Tsunami Swim Team	2023 Futures - Ocala	2024 Futures (LCM)
75	16:33.39	Devin Irons		16	1500 FR LCM	AZ	Phoenix Swim Club	2023 PC Long Course Far Western Championships	2024 Futures (LCM)
76	16:34.33	Raymond Stelmark		16	1500 FR LCM	NJ	Scarlet Aquatics	2023 IN CZ East Spring Speedo Sectional	2023 Futures (LCM)
77	16:34.48	Zack Arnold		16	1500 FR LCM	MR	Badger Swim Club,Inc.	2023 MI Eric Namesnik Memorial Open	2023 Futures (LCM)
78	16:34.51	Francisco Goya	Yes	16	1500 FR LCM	PC	Alto Swim Club	2023 SN CA/NV Speedo Sectionals - Roseville	2023 Futures (LCM)
79	16:35.41	Benjamin Robins		16	1500 FR LCM	MR	Badger Swim Club,Inc.	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Futures (LCM)
80	16:35.92	Ethan Kosin		16	1500 FR LCM	MN	South Metro Storm	2023 MN AQJT Summer Spectacular	2023 Futures (LCM)
81	16:36.34	AJ Adams		16	1500 FR LCM	IN	Fishers Area Swimming Tigers	2023 Speedo Junior National Championships Time Trials	2024 Futures (LCM)
82	16:36.60	Ethan Bass		16	1500 FR LCM	FL	Area Tallahassee Aquatic Club	2023 Futures - Ocala	2024 Futures (LCM)
83	16:36.69	Noah Mudadu	Yes	16	1500 FR LCM	CA	Sandpipers Of Nevada	2023 CC Arena Western Zone Senior Championships	2024 Futures (LCM)
84	16:37.29	Cooper Nicholson		16	1500 FR LCM	NC	North Carolina Aquatic Club	2023 TYR PSS Knoxville	2023 Futures (LCM)
85	16:37.89	Alex Aleinikovas	Yes	16	1500 FR LCM	CO	Mission Aurora Colorado Swimming	2023 Futures Championships - San Antonio, TX - Cap Reached	2024 Futures (LCM)
86	16:38.16	Braedon Ando		16	1500 FR LCM	NE	Bluefish Swim Club	2023 NE BGSC New England Senior Championship	2023 Futures (LCM)
87	16:38.77	Joao da Cruz Guedes	Yes	16	1500 FR LCM	FL	Bolles School Sharks	2023 Futures - Ocala	2024 Futures (LCM)
88	16:38.89	Luke Watkins		16	1500 FR LCM	GA	SwimAtlanta	2023 SE AUB Richard Quick Invitational	2023 Futures (LCM)
89	16:38.99	Kyler Beights		16	1500 FR LCM	WT	Lubbock Swim Club	2023 Futures Championships - San Antonio, TX - Cap Reached	2024 Futures (LCM)
90	16:39.25	Matt Strada		16	1500 FR LCM	NC	North Carolina Aquatic Club	2023 NC GCY Sprint & Distance Meet	2020-2024 AAA
91	16:39.27	Charlie McMillan		16	1500 FR LCM	MR	Badger Swim Club,Inc.	2023 Futures Championships - Richmond, VA - CAP REACHED	2020-2024 AAA
92	16:39.47	Ethan Chan		16	1500 FR LCM	MR	Long Island Aquatic Club	2023 MR TYR Senior Mets LCM Championship	2020-2024 AAA
93	16:39.78	Joel Nace		16	1500 FR LCM	GU	Katy Aquatic Team For Youth	2023 ST AAAA-NS George Block Invitational	2020-2024 AAA
94	16:40.76	Kai Kawakami-Lynd		16	1500 FR LCM	ST	Waterloo Swimming	2023 ST ASC Spring Slam	2020-2024 AAA
95	16:41.10	Ryan Novak		16	1500 FR LCM	CA	La Mirada Armada	2023 CA SCS/RMDA June Age Group Invite	2020-2024 AAA
96	16:41.29	Quinn Macphail		16	1500 FR LCM	LE	Lake Erie Silver Dolphins	2023 WV 23023 Summer Senior Showdown	2020-2024 AAA
97	16:41.34	Patrick Maldonado		16	1500 FR LCM	ST	Alamo Area Aquatic Association	2023 ST AAAA-NS George Block Invitational	2020-2024 AAA
98	16:41.46	Will D'Orazio		16	1500 FR LCM	ST	Alamo Area Aquatic Association	2023 WT ConocoPhillips West Texas Invitational	2020-2024 AAA
99	16:41.55	Harrison Smith	Yes	16	1500 FR LCM	CA	TSM Aquatics	2023 CA SCS/BREA Post CIF LCM Time Trials	2020-2024 AAA
100	16:41.57	Jason Zhao		16	1500 FR LCM	OHO	Mason Manta Rays	2023 OH Tim Myers Memorial LC Senior Champ	2020-2024 AAA
101	16:41.98	Aiden Nugent		16	1500 FR LCM	NJ	Scarlet Aquatics	2023 CA CA-NV Summer Sectionals	2020-2024 AAA
102	16:42.04	George Ivascu		16	1500 FR LCM	IL	Chicago Wolfpack Aquatic Club	2023 WI MAC LC MIDWEST INVITATIONAL	2020-2024 AAA
103	16:42.25	Evan Boratto		16	1500 FR LCM	MA	Penn Charter Aquatic Club	2023 MA Long Course Senior Championships	2020-2024 AAA
104	16:42.30	Evan Jue		16	1500 FR LCM	CA	Lakewood Aquatics	2023 CC Arena Western Zone Senior Championships	2020-2024 AAA
105	16:42.54	Cabot McKinney		16	1500 FR LCM	SE	Ensworth Aquatics	2023 SE Southeastern Long Course Championships	2020-2024 AAA
106	16:43.01	Cameron Petitt		16	1500 FR LCM	OHO	Buckeye Swim Club	2023 OH Central Zone LC East Sectional	2020-2024 AAA
107	16:43.63	Owen Nye		16	1500 FR LCM	NC	Greensboro Community YMCA	2023 FL Last Splash Invitational	2020-2024 AAA
108	16:43.98	Noah Lang		16	1500 FR LCM	AM	Team Pittsburgh Elite Aquatics	2023 LE Holtrey 23	2020-2024 AAA
109	16:44.30	Conner Verbanas		16	1500 FR LCM	MA	Delaware Swim Team	2023 NI Eastern Zone Senior Championships	2020-2024 AAA
110	16:44.65	Graham Evans		16	1500 FR LCM	FL	Episcopal AmberJax	2023 FL Southern Zone South Sectional Championships	2020-2024 AAA
111	16:44.92	Luke Pugh		16	1500 FR LCM	IN	Carmel Swim Club	2023 IN Senior State LCM Championships	2020-2024 AAA
112	16:45.49	Emre Sungur	Yes	16	1500 FR LCM	MR	Phoenix Aquatic Club USA LLC	2023 MR LIAC Summer Classic Invitational	2020-2024 AAA
113	16:45.94	Cody Lay		16	1500 FR LCM	OK	Bartlesville Splash Club	2023 MV CSC Region VIII Sectional Championships	2020-2024 AAA
114	16:46.41	Pierce McShane		16	1500 FR LCM	NM	Roadrunners of Albuquerque Aquatic Club	2023 CC Arena Western Zone Senior Championships	2020-2024 AAA
115	16:46.70	Jeremiah Tomioka		16	1500 FR LCM	NJ	Scarlet Aquatics	2023 NJ LC GOLD Championships	2020-2024 AAA
116	16:46.88	Bryce Ruder		16	1500 FR LCM	MV	Missouri State Aquatics	2023 MV CSC Region VIII Sectional Championships	2020-2024 AAA
117	16:47.01	Jochi Nolla	Yes	16	1500 FR LCM	CT	Ridgefield Aquatic Club	2023 PR Puerto Rico International Swim	2020-2024 AAA
118	16:47.02	Colt Stoecker		16	1500 FR LCM	PN	Cascade Swim Club	2023 PN Senior Long Course Champs	2020-2024 AAA
119	16:47.06	Braden Felio		16	1500 FR LCM	SI	Manta Ray Aquatics	2023 SI LC Age Group Championships	2020-2024 AAA
120	16:47.32	Daniel Gonzalez Jimenez	Yes	16	1500 FR LCM	FG	Azura Florida Aquatics	2023 FG Piranhas Senior Invite	2020-2024 AAA
121	16:47.85	Mario Granizo		16	1500 FR LCM	FG	Azura Florida Aquatics	2023 FG Jesse Vassallo Swimming Invitational	2020-2024 AAA
122	16:48.36	Declan Kelly	Yes	16	1500 FR LCM	AZ	Scottsdale Aquatic Club	2023 OR THSC SUMMER CLASSIC	2020-2024 AAA
123	16:48.41	Matthew Amodio		16	1500 FR LCM	SE	Excel Aquatics	2023 SE Southeastern Long Course Championships	2020-2024 AAA
124	16:48.45	Gleb Bassov	Yes	16	1500 FR LCM	FL	Fast Lane Aquatics	2023 FL Summer Senior Championships	2020-2024 AAA
125	16:48.90	Lincoln Council		16	1500 FR LCM	SC	Y-Spartaquatics Swim Club	2023 NC YMCA Long Course Nationals	2020-2024 AAA
126	16:49.12	Vincent Kim		16	1500 FR LCM	NJ	Scarlet Aquatics	2023 IN CZ East Spring Speedo Sectional	2020-2024 AAA
127	16:49.15	Christopher Gregg		16	1500 FR LCM	MI	Club Wolverine	2023 MI Michigan Swimming Ultra LCM Championship Meet	2020-2024 AAA
128	16:49.22	Zach Mendez		16	1500 FR LCM	MV	Northland United Swim Team	2023 MV CSC Region VIII Sectional Championships	2020-2024 AAA
129	16:49.34	Nick Cavic		16	1500 FR LCM	NE	Gator Swim Club	2023 NE BGSC New England Senior Championship	2020-2024 AAA
130	16:49.46	Luke Roman		16	1500 FR LCM	NC	Hillsborough Aquatic Club	2023 NC NCS LC SR Champs (STAR2)	2020-2024 AAA
131	16:49.57	Max Enes		16	1500 FR LCM	CT	Bulldog Swimming	2023 PC Long Course Far Western Championships	2020-2024 AAA
132	16:50.43	Kuba Shaw		16	1500 FR LCM	SE	Tennessee Aquatics	2023 WV 23023 Summer Senior Showdown	2020-2024 AAA
133	16:50.50	Trevan Valena		16	1500 FR LCM	NT	Metroplex Aquatics	2023 GU Texas Senior Circuit 2	2020-2024 AAA
134	16:50.63	Hunter Hua		16	1500 FR LCM	CA	La Mirada Armada	2023 SN CA/NV Speedo Sectionals - Roseville	2020-2024 AAA
135	16:50.85	Hunter Raymer		16	1500 FR LCM	AM	Team Pittsburgh Elite Aquatics	2023 IN NCSA Summer Swimming Championships	2020-2024 AAA
136	16:51.66	Kyle Johnson		16	1500 FR LCM	WI	Waukesha Express Swim Team	2023 IN NCSA Summer Swimming Championships	2020-2024 AAA
137	16:51.76	Avery Pellicano		16	1500 FR LCM	SN	Sierra Marlins Swim Team	2023 Futures - Sacramento, CA	2020-2024 AAA
138	16:51.93	Lucas Peterson		16	1500 FR LCM	NT	Lakeside Aquatic Club	2023 WV 23023 Summer Senior Showdown	2020-2024 AAA
139	16:52.33	William Wadsworth		16	1500 FR LCM	FL	Sarasota Sharks	2023 FL Southern Zone South Sectional Championships	2020-2024 AAA
140	16:53.59	Kenny Meyer		16	1500 FR LCM	CA	Sandpipers Of Nevada	2023 CC Arena Western Zone Senior Championships	2020-2024 AAA
141	16:53.63	Ryan Meek		16	1500 FR LCM	NM	Charger Aquatics	2023 CC Arena Western Zone Senior Championships	2020-2024 AAA
142	16:53.79	Max Likins		16	1500 FR LCM	NT	Tyler Rose Aquatic Club	2023 IA DSMY AAU Junior Olympics	2020-2024 AAA
143	16:53.86	Liam Seifert		16	1500 FR LCM	MI	OLY Swimming	2023 IN CZ East Spring Speedo Sectional	2020-2024 AAA
144	16:54.18	Jadeon Carter		16	1500 FR LCM	MW	Lincoln Select Swimming	2023 MW Midwestern Long Course Champs	2020-2024 AAA
145	16:54.38	Luke Waldrep		16	1500 FR LCM	SE	Baylor Swim Club	2023 SE BAY Arena LC Invitational	2020-2024 AAA
146	16:54.42	Cabot Murawski		16	1500 FR LCM	OZ	CSP Tideriders	2023 MV CSC Region VIII Sectional Championships	2020-2024 AAA
147	16:54.57	Casey Kupka		16	1500 FR LCM	MI	Greater Kalamazoo Crocs	2023 IN IA Summer Spectacular	2020-2024 AAA
148	16:54.86	Zach Power		16	1500 FR LCM	PC	Lakeridge Swim Team	2023 PC CARS LCM Intermountain Classic	2020-2024 AAA
149	16:55.16	Erik Oman		16	1500 FR LCM	NC	TAC Titans	2023 NC NCS LC SR Champs (STAR2)	2020-2024 AAA
150	16:55.63	Logan Martin		16	1500 FR LCM	FL	Fast Falcons	2023 FL Summer Senior Championships	2020-2024 AAA
151	16:56.59	Aiden Tillis		16	1500 FR LCM	SE	Wake Aquatics	2023 SE Southeastern Long Course Championships	2020-2024 AAA
152	16:57.10	Preston Cleary		16	1500 FR LCM	MD	Monocacy Aquatic Club	2023 MD Speedo Maryland Swimming Long Course Championship Meet	2020-2024 AAA
153	16:57.59	Daniel Ybarbo		16	1500 FR LCM	ST	Nitro Swimming	2023 ST TXLA Speedo SZ LC Sectional Championships	2020-2024 AAA
154	16:57.84	Stefanos Salas Salas		16	1500 FR LCM	MR	Long Island Aquatic Club	2023 MR TYR Senior Mets LCM Championship	2020-2024 AAA
155	16:58.04	Max Tucker		16	1500 FR LCM	SC	Team Greenville	2023 SC GAME South Carolina Long Course Senior LSC Championship	2020-2024 AAA
156	16:58.64	Holden Short		16	1500 FR LCM	OR	Bend Swim Club	2023 Futures - Sacramento, CA	2020-2024 AAA
157	16:58.72	Daniel Strumidlo		16	1500 FR LCM	FL	Blue Dolfins	2023 FL Summer Senior Championships	2020-2024 AAA
158	16:59.08	Mathias Esteves	Yes	16	1500 FR LCM	FG	Gulliver Swim Club	2023 BRA CAMPEONATO PAULISTA JUVENIL DE INVERNO	2020-2024 AAA
159	16:59.21	Henry Shoemaker		16	1500 FR LCM	FL	Sarasota Tsunami Swim Team	2023 FL Southern Zone South Sectional Championships	2020-2024 AAA
160	16:59.52	Vladislav Kazakin	Yes	16	1500 FR LCM	CO	Highlands Ranch Aquatics	2023 Futures Championships - San Antonio, TX - Cap Reached	2020-2024 AAA
161	16:59.74	Tyler Liu		16	1500 FR LCM	PC	Pleasanton Seahawks	2023 PC Long Course Far Western Championships	2020-2024 AAA
162	16:59.78	Riley Smith		16	1500 FR LCM	MA	Jersey Wahoos	2023 MA Long Course Senior Championships	2020-2024 AAA
163	16:59.96	Anderson Bishop		16	1500 FR LCM	PV	All Star Aquatics	2023 PV LC Open Championships	2020-2024 AAA
164	17:01.11	Ian Frazer		16	1500 FR LCM	NC	Marlins Of Raleigh	2023 NC SwimMAC Martha McKee Open	2020-2024 AAA
165	17:01.21	CJ Eickhoff		16	1500 FR LCM	NC	TAC Titans	2023 NC TAC Titans Triangle Classic	2020-2024 AAA
166	17:01.22	Tyler Klein		16	1500 FR LCM	OHO	Buckeye Swim Club	2023 OH Tim Myers Memorial LC Senior Champ	2020-2024 AAA
167	17:01.62	Karsten Eichler		16	1500 FR LCM	AZ	Phoenix Swim Club	2023 AZ SUN Sun Devil Open	2020-2024 AAA
168	17:02.05	Noah Brereton		16	1500 FR LCM	IL	Barrington Swim Club	2023 IL Illinois Swimming Summer Senior Championships	2020-2024 AAA
169	17:02.12	Nathan Somers		16	1500 FR LCM	FL	Swim Florida	2023 FL Southern Zone South Sectional Championships	2020-2024 AAA
170	17:02.95	Kai Liang		16	1500 FR LCM	MD	Eagle Swim Team Inc.	2023 NI STAR Speedo Sectional Championships EZ North Long Course	2020-2024 AAA
171	17:03.05	Ty Dropic		16	1500 FR LCM	OHO	Northern KY Clippers Swimming	2023 FL ISCA International Senior Cup	2020-2024 AAA
172	17:03.23	Hayden Shimer		16	1500 FR LCM	AR	Razorback Aquatic Club Aquahawgs	2023 MV CSC Region VIII Sectional Championships	2020-2024 AAA
173	17:03.59	David Steinbrick		16	1500 FR LCM	NE	Bluefish Swim Club	2023 IN CZ East Spring Speedo Sectional	2020-2024 AAA
174	17:03.60	Tre Cottrell		16	1500 FR LCM	MA	South Jersey Aquatic Club	2023 MA Long Course Senior Championships	2020-2024 AAA
175	17:03.71	Leon Mikulski		16	1500 FR LCM	CA	La Mirada Armada	2023 CA Los Angeles Invite	2020-2024 AAA
176	17:03.80	Bryson Hill		16	1500 FR LCM	IE	Spokane Waves Aquatic Team	2023 CC Arena Western Zone Senior Championships	2020-2024 AAA
177	17:03.82	Brandon Gear		16	1500 FR LCM	FL	Planet Swim Aquatics	2023 FL Planet Swim Summer Championships	2020-2024 AAA
178	17:04.35	Gabriel Tortola	Yes	16	1500 FR LCM	FG	Plantation Swim Team	2023 MS Southern Zone Senior Championships	2020-2024 AAA
179	17:04.40	Casey Lowenborg		16	1500 FR LCM	ST	Alamo Area Aquatic Association	2023 ST TXLA Speedo SZ LC Sectional Championships	2020-2024 AAA
180	17:04.50	Colson Lloyd		16	1500 FR LCM	CA	Canyons Aquatic Club	2023 CA SCS/CITI Summer Age Group Championships	2020-2024 AAA
181	17:04.77	Drew Davis		16	1500 FR LCM	NC	Marlins Of Raleigh	2023 NC SwimMAC Martha McKee Open	2020-2024 AAA
182	17:04.82	Gidean Karp		16	1500 FR LCM	GU	The Woodlands Swim Team	2023 ST TXLA Speedo SZ LC Sectional Championships	2020-2024 AAA
183	17:05.82	Maxwell Bilsbury		16	1500 FR LCM	NE	Executive Swim Club	2023 FL ISCA International Senior Cup	2020-2024 AAA
184	17:06.11	Sean Su		16	1500 FR LCM	PC	Santa Clara Swim Club	2023 PC SCSC George Haines International	2020-2024 AAA
185	17:06.24	Nolan Lemon		16	1500 FR LCM	PC	Alto Swim Club	2023 FL ISCA Summer Senior Blast	2020-2024 AAA
186	17:06.51	Jaden Yarbrough		16	1500 FR LCM	OZ	CSP Tideriders	2023 MV CSC Region VIII Sectional Championships	2020-2024 AAA
187	17:06.69	Micah Spector		16	1500 FR LCM	AZ	Scottsdale Aquatic Club	2023 OR THSC SUMMER CLASSIC	2020-2024 AAA
188	17:06.80	Adan Fukui		16	1500 FR LCM	SN	Sierra Marlins Swim Team	2023 PC Long Course Far Western Championships	2020-2024 AAA
