Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
1	4:19.10	Rex Maurer		18	400 IM LCM	CA	Rose Bowl Aquatics	2023 TYR Pro Championships	2024 Olympic Trials
2	4:19.45	Humberto Najera	Yes	18	400 IM LCM	CA	Evolution Racing Club	2023 Speedo Junior National Championships	2024 Olympic Trials
3	4:19.84	Diego Nosack		18	400 IM LCM	OR	Tualatin Hills Swim Club	2023 Speedo Junior National Championships	2024 Olympic Trials
4	4:21.25	Ilya Kharun	Yes	18	400 IM LCM	CA	Sandpipers Of Nevada	Bell Canadian Swimming Trials 2023	2024 Olympic Trials
5	4:22.26	Noah Sech		18	400 IM LCM	CA	Unattached	2023 CA TYR Fran Crippen Swim Meet of Champions at MVN	2024 Olympic Trials
6	4:23.87	Josh Parent		18	400 IM LCM	NE	Bluefish Swim Club	2023 IN CZ East Spring Speedo Sectional	2024 Olympic Trials
7	4:24.68	Isaac Fleig		18	400 IM LCM	CA	The Swim Team	2023 Speedo Junior National Championships	2024 Olympic Trials
8	4:24.71	Julian Correa		18	400 IM LCM	CA	Los Angeles Swim Club	2023 Futures - Sacramento, CA	2024 Olympic Trials
9	4:24.75	Angus Macdonald		18	400 IM LCM	MI	Birmingham 'Y' Blue Dolphins	2023 Speedo Junior National Championships	2024 Olympic Trials
10	4:25.21	Kyle Ponsler		18	400 IM LCM	NC	NC State University	2022 Toyota US Open	2023 Summer Nationals (LCM)
11	4:25.88	Lance Johnson		18	400 IM LCM	WI	Elmbrook Swim Club	2023 Speedo Junior National Championships	2024 Summer Nationals (LCM)
12	4:26.21	Kalen Anbar		18	400 IM LCM	CT	New Canaan YMCA Caimans	2023 Speedo Junior National Championships	2024 Summer Nationals (LCM)
13	4:26.22	Matthew Mortenson		18	400 IM LCM	MN	Riptide	2023 IN CZ East Spring Speedo Sectional	2023 Winter US Open (LCM)
14	4:26.61	Raymond Prosinski		18	400 IM LCM	FL	Loggerhead Aquatics	2023 Futures - Ocala	2024 Summer Nationals (LCM)
15	4:26.97	Colin Geer		18	400 IM LCM	CA	Golden West Swim Club	2023 Speedo Junior National Championships Time Trials	2023 Winter US Open (LCM)
16	4:26.98	Justin Nowicki		18	400 IM LCM	NI	Victor Swim Club	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
17	4:27.15	Levi Sandidge		18	400 IM LCM	NT	COR Swimming	2022 Toyota US Open	2023 Winter US Open (LCM)
18	4:27.46	Toby Barnett		18	400 IM LCM	IN	Indiana Swim Club	2023 TYR Pro Championships	2023 Winter US Open (LCM)
19	4:27.59	Amadeusz Knop		18	400 IM LCM	FL	Sarasota Sharks	2023 Futures - Ocala	2023 Winter US Open (LCM)
20	4:27.60	Will Scholtz		18	400 IM LCM	KY	Lakeside Swim Team	2023 IN CZ East Spring Speedo Sectional	2023 Winter US Open (LCM)
21	4:27.66	Ben Delmar		18	400 IM LCM	NC	SwimMAC Carolina	2023 Speedo Junior National Championships	2023 Winter US Open (LCM)
22	4:28.13	Andrew Taylor		18	400 IM LCM	FL	Tampa Bay Aquatic Club	2023 Phillips 66 National Championships	2023 Winter US Open (LCM)
23	4:28.71	Arthur Balva		18	400 IM LCM	PC	Palo Alto Stanford Aquatics	2023 Futures - Sacramento, CA	2023 Winter US Open (LCM)
24	4:29.48	Dario Martin		18	400 IM LCM	FG	Olympus Swimming Club	2023 Futures - Ocala	2024 Summer Juniors (LCM)
25	4:29.65	Gibson Holmes		18	400 IM LCM	OHO	Mason Manta Rays	2023 IN CZ East Spring Speedo Sectional	2023 Summer Juniors (LCM)
26	4:29.95	Spencer Aurnou-Rhees		18	400 IM LCM	ST	Longhorn Aquatics	2023 ST TXLA 11&Over End of School Splash	2023 Summer Juniors (LCM)
27	4:30.23	Woobie Kupsky		18	400 IM LCM	MA	Unattached	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Summer Juniors (LCM)
28	4:30.27	Kyle Bumgardner		18	400 IM LCM	MD	Monocacy Aquatic Club	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Summer Juniors (LCM)
29	4:30.41	Tommy Hagar		18	400 IM LCM	NE	Commonwealth Swimming	2023 NC SwimMAC Martha McKee Open	2023 Summer Juniors (LCM)
30	4:30.55	Sean Wehner		18	400 IM LCM	IL	Academy Bullets Swim Club	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
31	4:30.73	Colin Whelehan		18	400 IM LCM	NC	TAC Titans	2023 Futures - Ocala	2024 Summer Juniors (LCM)
32	4:30.79	Finn Kemp	Yes	18	400 IM LCM	FL	Sarasota Sharks	2023 Futures - Ocala	2024 Summer Juniors (LCM)
33	4:31.16	Caleb Maldari		18	400 IM LCM	NC	SwimMAC Carolina	2023 NC ESSZ Senior Sectionals	2024 Summer Juniors (LCM)
34	4:31.19	Andy Gelston		18	400 IM LCM	IE	Tri-city Channel Cats	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
35	4:31.38	Rian Herrmann		18	400 IM LCM	CT	ZEUS Swim Team	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
36	4:31.64	John Watson		18	400 IM LCM	MW	Greater Omaha Aquatics Leopardsharks	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
37	4:32.00	Matthew Purcell		18	400 IM LCM	AM	Team Pittsburgh Elite Aquatics	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
38	4:32.24	Keaton Jones		18	400 IM LCM	AZ	Swim Neptune	2023 AZ SUN Sun Devil Open	2024 Summer Juniors (LCM)
39	4:32.43	Mathew Iverson		18	400 IM LCM	AZ	Scottsdale Aquatic Club	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
40	4:32.54	Wilson Tuttle		18	400 IM LCM	NC	Marlins Of Raleigh	2023 Futures - Ocala	2024 Summer Juniors (LCM)
41	4:32.60	Levi Thome		18	400 IM LCM	GU	Swim Streamline at Northampton	2023 IN NCSA Summer Swimming Championships	2024 Summer Juniors (LCM)
42	4:32.84	James McCarthy		18	400 IM LCM	MN	Aquajets Swim Team	2023 MN NSAC Minnesota Senior LC State Championship	2024 Summer Juniors (LCM)
43	4:32.94	Jack Hendrick		18	400 IM LCM	PC	Livermore Aqua Cowboys	2023 Speedo Junior National Championships	2024 Summer Juniors (LCM)
44	4:33.20	Jes Day		18	400 IM LCM	UT	Hilltop Aquatic Swim Team	2023 CC Arena Western Zone Senior Championships	2023 Winter Juniors (SCY)
45	4:33.46	Ethan Gluck		18	400 IM LCM	NT	COR Swimming	2023 NT RACE A/BB LC Swim Meet	2023 Winter Juniors (SCY)
46	4:33.58	Jack Smith		18	400 IM LCM	VA	Cavalier Aquatics/Piedmont Family YMCA	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
47	4:33.63	Aaron Gasiewicz		18	400 IM LCM	NI	STAR Swimming	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
48	4:33.80	Felipe Baffico	Yes	18	400 IM LCM	FL	Sarasota Sharks	2023 Futures - Ocala	2023 Winter Juniors (SCY)
49	4:34.04	Liam Flaherty		18	400 IM LCM	CT	Stamford Sailfish Aquatic Club	2023 CT LC Senior Championships	2023 Winter Juniors (SCY)
50	4:34.14	Luca Oliva		18	400 IM LCM	FL	Blue Dolfins	2023 FL Southern Zone South Sectional Championships	2023 Winter Juniors (SCY)
51	4:34.18	Sean Honey		18	400 IM LCM	UT	Utah Valley Aquatics, Inc	2023 UT Utah LC Senior Championships	2023 Winter Juniors (SCY)
52	4:34.19	Daniel Li		18	400 IM LCM	ST	Longhorn Aquatics	2023 ST AAAA-NS George Block Invitational	2023 Winter Juniors (SCY)
53	4:34.22	Anderson Brown		18	400 IM LCM	ST	YMCA of Austin Swim Alliance	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
54	4:34.47	Zach Larrick		18	400 IM LCM	CA	Rose Bowl Aquatics	2023 CA Speedo Grand Challenge	2023 Winter Juniors (SCY)
55	4:34.52	William Carrico		18	400 IM LCM	NE	Phoenix Swimming	2023 NE BGSC New England Senior Championship	2023 Winter Juniors (SCY)
56	4:34.56	Reese Stoner		18	400 IM LCM	NC	YMCA of the Triangle Area Swim Team	2023 FL Last Splash Invitational	2023 Winter Juniors (SCY)
57	4:34.68	Colin Campbell		18	400 IM LCM	AZ	Gold Medal Swim Club	2023 AZ SUN Sun Devil Open	2023 Winter Juniors (SCY)
58	4:34.76	Gavin McCarter		18	400 IM LCM	NC	SwimMAC Carolina	2023 Speedo Junior National Championships	2023 Winter Juniors (SCY)
59	4:34.86	Benjamin Sosnowski		18	400 IM LCM	PC	Quicksilver Swimming	2023 SN CA/NV Speedo Sectionals - Roseville	2023 Winter Juniors (SCY)
60	4:34.96	Drew Henry		18	400 IM LCM	MA	NRG Swimming	2023 MA Long Course Senior Championships	2023 Winter Juniors (SCY)
61	4:35.40	Ronan Krauss		18	400 IM LCM	CO	Univ of Denver Hilltoppers	2023 OR THSC SUMMER CLASSIC	2023 Winter Juniors (SCY)
62	4:35.75	Evan Pickles		18	400 IM LCM	AZ	Swim Neptune	2023 SR Speedo LC Sectionals	2023 Winter Juniors (SCY)
63	4:35.93	Keanu Lee		18	400 IM LCM	CA	Team Rebel Aquatics	2023 Futures - Sacramento, CA	2024 Futures (LCM)
64	4:36.00	Ian O'Neil		18	400 IM LCM	GU	Dads Club Swim Team	2023 IN NCSA Summer Swimming Championships	2024 Futures (LCM)
65	4:36.03	Christian Lee		18	400 IM LCM	MR	Badger Swim Club,Inc.	2023 NJ SCAR TYR LC Winter Invite	2023 Futures (LCM)
66	4:36.20	Victor Derani	Yes	18	400 IM LCM	FL	Bolles School Sharks	2023 Speedo Junior National Championships Time Trials	2024 Futures (LCM)
67	4:36.68	Alex Cook		18	400 IM LCM	NC	SwimMAC Carolina	2023 IN CZ East Spring Speedo Sectional	2023 Futures (LCM)
67	4:36.68	Ethan Wang		18	400 IM LCM	PC	Crow Canyon Sharks	2023 Speedo Junior National Championships	2024 Futures (LCM)
69	4:36.73	Turner Long		18	400 IM LCM	WI	Howard Suamico Storm Breakers	2023 Futures Championships - West Fargo, ND	2024 Futures (LCM)
70	4:36.96	Drew Ravegum		18	400 IM LCM	CO	Foothills Swim Team	2023 Speedo Junior National Championships	2024 Futures (LCM)
71	4:36.97	Parker Sterlitz		18	400 IM LCM	AM	Franklin Area Swim Team	2023 Futures Championships - Richmond, VA - CAP REACHED	2024 Futures (LCM)
72	4:37.32	Henry Gibbs		18	400 IM LCM	PC	Palo Alto Stanford Aquatics	2023 Futures - Sacramento, CA	2024 Futures (LCM)
73	4:37.34	Esteban Nunez Del Prado	Yes	18	400 IM LCM	FG	Azura Florida Aquatics	2022 BOL XVI COPA JULIO MAGLIONE	2023 Futures (LCM)
74	4:37.98	Sam Flack		18	400 IM LCM	SE	Baylor Swim Club	2023 SE Southeastern Long Course Championships	2023 Futures (LCM)
75	4:38.01	Leo Pelaez		18	400 IM LCM	NT	Dallas Mustangs	2023 NT MTRO American Long Course	2024 Futures (LCM)
76	4:38.37	Greg Kisshauer		18	400 IM LCM	NC	Mecklenburg Swim Association	2023 SC TG Dash & Splash	2024 Futures (LCM)
