Rank	Swim Time	Name	Foreign	Age	Event	LSC	Team	Meet	Time Standard
82	2:08.19	Austin Conover-Hustis		16	200 FL LCM	PC	Palo Alto Stanford Aquatics	2025 Futures Championships - Sacramento	AAAA
83	2:08.27	Zaki Ibrahim		16	200 FL LCM	SE	Excel Aquatics	2025 SE XCEL Firecracker Invitational	2025 Futures (LCM)
84	2:08.32	Connor Barlotta		16	200 FL LCM	PV	Nation's Capital Swim Club	2025 Futures Championships - Greensboro	AAAA
85	2:08.33	Quinn O'Neill		16	200 FL LCM	MI	Birmingham 'Y' Blue Dolphins	2025 OH CZ Speedo Sectional East	2025 Futures (LCM)
86	2:08.35	Patrick Jiminez		16	200 FL LCM	PV	Arlington Aquatic Club	2025 PV LC Open Championships	2025 Futures (LCM)
87	2:08.45	Ethan Chen	Yes	16	200 FL LCM	NI	Victor Swim Club	2025 NI Eastern Zone Senior Championships	AAAA
88	2:08.46	George Wang		16	200 FL LCM	CT	Chelsea Piers Aquatic Club	2025 Futures Championships - Greensboro	AAAA
89	2:08.47	Isaac Yeung		16	200 FL LCM	PN	Bellevue Club Swim Team	2025 Futures Championships - Sacramento	AAAA
90	2:08.48	Josh Farnsworth		16	200 FL LCM	VA	NOVA of Virginia Aquatics, Inc	2025 SE NCSA Summer Swimming Championships	AAAA
91	2:08.51	Jackson Kroh		16	200 FL LCM	NC	SwimMAC Carolina	2025 IN Central Zone Speedo Sectional 2025	2025 Futures (LCM)
92	2:08.54	Luke Petric		16	200 FL LCM	NT	Lakeside Aquatic Club	2025 NT IRON Senior Qualifier	2025 Futures (LCM)
92	2:08.54	Bruce Snyder		16	200 FL LCM	SI	North Coast Aquatics	2025 SI LC Age Group Championships	AAAA
94	2:08.63	Alexander Ivascu		16	200 FL LCM	IL	Chicago Wolfpack Aquatic Club	2025 SE NCSA Summer Swimming Championships	AAAA
95	2:08.64	Joshua Stewart		16	200 FL LCM	NT	Texas Ford Aquatics	2025 NT MAC Senior May Meet	2025 Futures (LCM)
96	2:08.66	Roman Drews		16	200 FL LCM	PV	Rockville Montgomery Swim Club	2025 SE NCSA Summer Swimming Championships	AAAA
97	2:08.68	Nolan Weijland		16	200 FL LCM	CA	SOCAL Aquatics Association	2025 CA SCS RAA June Age Group Championships	2025 Futures (LCM)
98	2:08.79	Parker Childs		16	200 FL LCM	ST	Waterloo Swimming	2025 ST TXLA Speedo Southern Zone LC Sectionals	2025 Futures (LCM)
99	2:08.83	Maxx Vazirani		16	200 FL LCM	NE	Charles River Aquatics	2025 NC EAC Independence Invitational	2025 Futures (LCM)
100	2:08.87	Dylan Glanville		16	200 FL LCM	PC	Alto Swim Club	2025 PC Speedo Sectionals - Novato	2025 Futures (LCM)
101	2:08.91	George Dovellos		16	200 FL LCM	FL	Bolles School Sharks	2025 FL BSS April Classic	2025 Futures (LCM)
102	2:08.94	Steeler Whowell		16	200 FL LCM	WI	Waukesha Express Swim Team	2025 Futures Championships - Madison	AAA
102	2:08.94	Andrew Blauer		16	200 FL LCM	WI	Pleasant Prairie Patriots Swim Team	2025 Futures Championships - Madison	AAA
104	2:09.00	Derek Liu		16	200 FL LCM	NE	Charles River Aquatics	2025 Futures Championships - Ocala	AAA
105	2:09.03	Tyler Largen		16	200 FL LCM	NC	SwimMAC Carolina	2025 SE TNAQ Senior Summer Showdown	AAA
106	2:09.22	Nathaniel Kern		16	200 FL LCM	NJ	Scarlet Aquatics	2025 NI Eastern Zone Senior Championships	AAA
107	2:09.23	Carter Murphy		16	200 FL LCM	PV	Nation's Capital Swim Club	2025 Futures Championships - Greensboro	AAA
108	2:09.28	Taevin Kim		16	200 FL LCM	GU	Cypress Fairbanks Swim Club	2025 Futures Championships - Madison	AAA
109	2:09.29	Eddy Zhu		16	200 FL LCM	IN	Carmel Swim Club	2025 IN ISI Senior LC Champs	2025 Futures (LCM)
110	2:09.30	Jake Sityar		16	200 FL LCM	NT	Mansfield Aquatic Club	2025 SE NCSA Summer Swimming Championships	AAA
111	2:09.31	Jackson Hartzler		16	200 FL LCM	GU	Cypress Fairbanks Swim Club	2025 NT RACE BB& UP Prelim/Final	2025 Futures (LCM)
112	2:09.37	Jack Murphy		16	200 FL LCM	IL	Academy Bullets Swim Club	2025 SE NAC Summer Sizzler	2025 Futures (LCM)
113	2:09.38	Riley Poirier		16	200 FL LCM	MD	Eagle Swim Team Inc.	2025 MD SPEEDO MARYLAND LONG COURSE CHAMPIONSHIP MEET	AAA
114	2:09.40	Riley Potter		16	200 FL LCM	GU	Katy Aquatic Team For Youth	2025 SE TNAQ Senior Summer Showdown	AAA
115	2:09.46	Charlie Camplin		16	200 FL LCM	NC	Marlins Of Raleigh	2025 SC TG Dash & Splash	2025 Futures (LCM)
116	2:09.49	Jack Bracey		16	200 FL LCM	AR	Arkansas Dolphins Swim Team	2025 MV Region VIII Speedo Summer Sectionals	2025 Futures (LCM)
116	2:09.49	Noah Vargas		16	200 FL LCM	LA	Crawfish Aquatics	2025 LA Senior LC State Championships	2025 Futures (LCM)
118	2:09.61	Radford Walker		16	200 FL LCM	NC	TAC Titans	2025 Futures Championships - Greensboro	AAA
119	2:09.70	Garreth Thomas		16	200 FL LCM	IN	Westfield Aquatics	2025 Futures Championships - Madison	AAA
120	2:09.71	Spencer Greene		16	200 FL LCM	CO	Denver Swim Academy	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	AAA
121	2:09.73	Banks Anderson		16	200 FL LCM	MV	Ad Astra Area Aquatics	2025 MV Region VIII Speedo Summer Sectionals	2025 Futures (LCM)
122	2:09.74	Kian Olsson		16	200 FL LCM	MR	Northern Dutchess Aquatic Club	2025 MR Condors June Summer Solstice Invitational	2025 Futures (LCM)
123	2:09.81	Alex Koo		16	200 FL LCM	IN	Fishers Area Swimming Tigers	2025 IN Central Zone Speedo Sectional 2025	2025 Futures (LCM)
124	2:09.84	Graham Sutherland		16	200 FL LCM	PC	Ladera Oaks	2025 PC Summer Far Western Championships	AAA
125	2:09.87	Chase Kitcey		16	200 FL LCM	NC	SwimMAC Carolina	2025 NC GSA Eastern Invitational	2025 Futures (LCM)
126	2:09.89	George Groves		16	200 FL LCM	GA	Aiken-Augusta Swim League	2025 GA Gold Summer Invite	2025 Futures (LCM)
127	2:09.91	Matthew Tripsa		16	200 FL LCM	NC	SwimMAC Carolina	2025 NC SwimMAC Martha McKee Charlotte Open	2025 Futures (LCM)
128	2:09.96	Jonah Briggs		16	200 FL LCM	NJ	Jersey Flyers Aquatic Club	2025 NJ Jeffrey S. Mace Memorial Summer Sizzle XXXIII	2025 Futures (LCM)
129	2:09.97	Brady Julian		16	200 FL LCM	VA	NOVA of Virginia Aquatics, Inc	2025 VA NOVA LC Winter Invitational	2025 Futures (LCM)
130	2:09.98	Hayden Schwartz		16	200 FL LCM	MR	Empire Swimming	2025 NC EAC Independence Invitational	2025 Futures (LCM)
131	2:10.00	Trey Chesney		16	200 FL LCM	FG	Jupiter Dragons Swim Team	2025 FL Southern Zone South Sectional Championships	2025 Futures (LCM)
132	2:10.03	William Titley		16	200 FL LCM	SN	Unattached	2025 TYR Pro Swim Series - Sacramento	2025 Futures (LCM)
133	2:10.04	Brandon Anand		16	200 FL LCM	NJ	Scarlet Aquatics	2025 MR LIAC Speedo LI Challenge Invitational	2025 Futures (LCM)
134	2:10.05	Jacob Tsai		16	200 FL LCM	FL	Laker Swim	2025 FL Southern Zone South Sectional Championships	2025 Futures (LCM)
135	2:10.06	Dan Bellach		16	200 FL LCM	MR	Badger Swim Club,Inc.	2025 MR TYR Senior Met Summer Championships	2025 Futures (LCM)
136	2:10.11	Connor Christopherson		16	200 FL LCM	GA	SwimAtlanta	2025 GA Betsy Dunbar	2025 Futures (LCM)
137	2:10.12	Max Stockdale		16	200 FL LCM	FL	Sarasota Sharks	2025 Futures Championships - Ocala	AAA
138	2:10.18	Marwan Alasil		16	200 FL LCM	CA	Alpha Aquatics	2025 SI CA/NV Speedo Summer Sectionals	2025 Futures (LCM)
139	2:10.21	Roman Rodriguez		16	200 FL LCM	NM	Barracuda Swimming	2025 Futures Championships - Justin	AAA
140	2:10.32	Alex Daile		16	200 FL LCM	NE	Crimson Aquatics	2025 NE CRIM June Team Specialty Meet w/ Distance	AAA
140	2:10.32	Ethan Kim		16	200 FL LCM	WI	Shorewood Swim Club	2025 WI PX3-WEST 13 &O LC STATE CHAMPIONSHIP	AAA
142	2:10.39	Lucas Kim		16	200 FL LCM	PV	Rockville Montgomery Swim Club	2025 SE NCSA Summer Swimming Championships	AAA
143	2:10.40	Charlie Harrington		16	200 FL LCM	VA	NOVA of Virginia Aquatics, Inc	2025 SE NCSA Summer Swimming Championships	AAA
144	2:10.44	Luke Filiatraut		16	200 FL LCM	LE	Lakeshore Swim Club	2025 OH CZ Speedo Sectional East	AAA
145	2:10.51	Jack Griswold		16	200 FL LCM	GA	Life Time Georgia	2025 Futures Championships - Ocala	AAA
146	2:10.54	Levi Grim		16	200 FL LCM	NC	SwimMAC Carolina	2025 IN Central Zone Speedo Sectional 2025	AAA
147	2:10.55	Luca Sanchez		16	200 FL LCM	PV	The Fish	2025 PV LC Open Championships	AAA
148	2:10.56	Max Thompson		16	200 FL LCM	PV	PAVA Panthers Swim Club	2025 Futures Championships - Greensboro	AAA
148	2:10.56	Jayden Phan		16	200 FL LCM	ST	Longhorn Aquatics	2025 ST TXLA Speedo Southern Zone LC Sectionals	AAA
150	2:10.60	Adam Speedie		16	200 FL LCM	GU	Houston Hydra	2025 GU KATY Westpark Tollway Classic	AAA
150	2:10.60	Enzo Fontana		16	200 FL LCM	PV	Nation's Capital Swim Club	2025 Futures Championships - Greensboro	AAA
152	2:10.63	William Rees		16	200 FL LCM	MA	York YMCA	2025 TYR Pro Swim Series - Fort Lauderdale - Time Trials	AAA
153	2:10.67	Victor Pan		16	200 FL LCM	MR	Unattached	2025 MR LIAC Summer Fun Invitational	AAA
154	2:10.68	Neil Alejandro		16	200 FL LCM	CT	Cheshire Y Sea Dog Swim Club	2025 FL YMCA National Long Course Swimming Championships	AAA
155	2:10.72	Ozzy Jankowski		16	200 FL LCM	IN	Mt. Vernon Swim Team	2025 IN Central Zone Speedo Sectional 2025	AAA
156	2:10.73	Aaron Choi		16	200 FL LCM	NC	Marlins Of Raleigh	2025 NC NCS LC Senior Championships	AAA
157	2:10.74	Grant Smith		16	200 FL LCM	SC	Summerville Family YMCA	2025 FL YMCA National Long Course Swimming Championships	AAA
158	2:10.82	Thatcher Douwes		16	200 FL LCM	PC	Tri Valley Aquatics	2025 PC Speedo Sectionals - Novato	AAA
159	2:10.86	Preston Broderick		16	200 FL LCM	VA	Williamsburg Aquatic Club	2025 VA LC Senior Champs	AAA
160	2:10.89	Julian Zimmer		16	200 FL LCM	VA	Quest Swimming	2025 VA LC Senior Champs	AAA
160	2:10.89	Emilio Garcia		16	200 FL LCM	ST	Alamo Area Aquatic Association	2025 ST AAAA Salute to the Troops	AAA
162	2:10.92	Wesley Mooney		16	200 FL LCM	IA	Des Moines Swimming Federation	2025 IA IASI Long Course Championships	AAA
162	2:10.92	Jackson Wagoner		16	200 FL LCM	IL	Academy Bullets Swim Club	2025 SE NCSA Summer Swimming Championships	AAA
164	2:10.93	Philip Wang		16	200 FL LCM	NE	Commonwealth Swimming	2025 NE CS Senior Championships	AAA
165	2:10.94	Hayden Mok		16	200 FL LCM	GU	Katy Aquatic Team For Youth	2025 SE TNAQ Senior Summer Showdown	AAA
166	2:10.95	Jonathon Packard		16	200 FL LCM	CT	Greenwich YWCA Dolphins Swm Tm	2025 CT Senior Championships	AAA
167	2:10.97	Theo Putt		16	200 FL LCM	PN	Valley Aquatics	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	AAA
167	2:10.97	Grant Haley		16	200 FL LCM	PV	Rockville Montgomery Swim Club	2025 PV LC Open Championships	AAA
169	2:10.98	Greg Zubkov	Yes	16	200 FL LCM	OHO	Cincinnati Marlins	2025 OH CZ Speedo Sectional East	AAA
170	2:11.03	Sungkook Kim		16	200 FL LCM	OR	Lake Oswego Swim Club	2025 OR Seth Dawson	AAA
171	2:11.04	Ronan Cornpropst		16	200 FL LCM	NC	Marlins Of Raleigh	2025 Futures Championships - Greensboro	AAA
172	2:11.05	Parker Sloan		16	200 FL LCM	NT	COR Swimming	2025 NT MTRO American Long Course MEET FULL	AAA
173	2:11.07	Ryland Chappell		16	200 FL LCM	FL	Swim Florida	2025 FG Southern Zone South Sectional Championships	AAA
174	2:11.10	Noah Pickett		16	200 FL LCM	AM	Steel City Aquatics	2025 AM LC Age Group Champs	AAA
175	2:11.11	Chase Valentine		16	200 FL LCM	CA	Aquazot Swim Club	2025 CA SCS/RAA Sumer Age Group Championships	AAA
176	2:11.17	Isaac Skillern		16	200 FL LCM	CO	Flatiron Athletic Club	2025 Futures Championships - Sacramento	AAA
177	2:11.18	Brian Raghunathan		16	200 FL LCM	PC	Palo Alto Stanford Aquatics	2025 CC TYR GO Challenge	AAA
178	2:11.26	Alex Titianu	Yes	16	200 FL LCM	OR	Rogue Rapids	2025 OR OSI Arena 11&O LC CHAMPIONSHIPS	AAA
179	2:11.29	Carter Schultz		16	200 FL LCM	IN	Irish Aquatics	2025 IN ISI Senior LC Champs	AAA
180	2:11.32	Gabe Hernandez		16	200 FL LCM	WI	Southwest Aquatic Team	2025 WI PX3-WEST 13 &O LC STATE CHAMPIONSHIP	AAA
180	2:11.32	Owen Muller		16	200 FL LCM	SD	Watertown Area Swim Club	2025 MN UOFM CZ North Speedo Sectionals	AAA
182	2:11.39	Brendan Hunt		16	200 FL LCM	NT	Texas Ford Aquatics	2025 NT TFA July Time Trial	AAA
183	2:11.41	James Darcy		16	200 FL LCM	MR	Long Island Aquatic Club	2025 MR TYR Senior Met Summer Championships	AAA
184	2:11.42	Kaden Wong		16	200 FL LCM	PC	Unattached	2025 PC PLS Long Course Senior Open	AAA
184	2:11.42	Max Weber		16	200 FL LCM	CT	Ridgefield Aquatic Club	2025 Futures Championships - Greensboro	AAA
186	2:11.43	Ben Battaglia		16	200 FL LCM	NI	Victor Swim Club	2025 Futures Championships - Greensboro	AAA
187	2:11.55	Ben Gilbert		16	200 FL LCM	PC	Burlingame Aquatic Club	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	AAA
188	2:11.60	Bobby Holter		16	200 FL LCM	MI	Rapids Area Y Swimmers	2025 FL YMCA National Long Course Swimming Championships	AAA
189	2:11.65	Collier Stanton		16	200 FL LCM	GA	Gwinnett Aquatics	2025 GA Long Couse Senior State Championships	AAA
190	2:11.67	Will Rosenthal		16	200 FL LCM	MD	Annapolis Swim Club	2025 Futures Championships - Greensboro	AAA
191	2:11.69	Amaris Rus		16	200 FL LCM	PN	Wave Aquatics	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	AAA
191	2:11.69	Cory Han	Yes	16	200 FL LCM	IN	Carmel Swim Club	2025 IN SSC Summer Sizzler	AAA
193	2:11.77	Lesha Kabunov		16	200 FL LCM	NI	Cato-Meridian Otters	2025 NI Long Course Champs	AAA
194	2:11.78	Zane Schuman		16	200 FL LCM	PC	AC Swim Club	2025 CC WESTERN ZONE SENIOR CHAMPIONSHIPS	AAA
195	2:11.80	Luke Luo		16	200 FL LCM	NJ	Peddie Aquatic Association	2025 NJ 2025 LC Gold Championships	AAA
195	2:11.80	Emmanuel Xenakis		16	200 FL LCM	NJ	YMCA of the Jersey Shore	2025 FL YMCA National Long Course Swimming Championships	AAA
197	2:11.81	Joey Rhine		16	200 FL LCM	GA	Athens Bulldog Swim Club	2025 GA Long Couse Senior State Championships	AAA
198	2:11.82	Colton Carter		16	200 FL LCM	GA	SwimAtlanta	2025 SE AUB Richard Quick Invitational	AAA
198	2:11.82	Octave Paradol	Yes	16	200 FL LCM	AZ	Scottsdale Aquatic Club	2025 AZ SAC Cactus Classic	AAA
200	2:11.83	Micah Tennison		16	200 FL LCM	GU	Swim Streamline at Northampton	2025 GU LC Senior Championships	AAA
201	2:11.85	Chance Harberts		16	200 FL LCM	CO	Colorado Springs Area Swimming	2025 MS Southern Zone Senior Championship Meet	AAA
